AddressID,AddressLine1,AddressLine2,City,StateProvinceID,StateProvinceCode,StateProvinceName,PostalCode,CountryRegionCode,CountryRegionName,AddressRowGUID,AddressModifiedDate
2,9833 Mt. Dias Blv.,,Bothell,79,WA,Washington,98011,US,United States,{32A54B9E-E034-4BFB-B573-A71CDE60D8C0},2008-11-30T00:00:00.000Z
4,9539 Glenside Dr,,Bothell,79,WA,Washington,98011,US,United States,{E5946C78-4BCC-477F-9FA1-CC09DE16A880},2009-02-03T00:00:00.000Z
7,5672 Hale Dr.,,Bothell,79,WA,Washington,98011,US,United States,{0175A174-6C34-4D41-B3C1-4419CD6A0446},2009-12-11T00:00:00.000Z
8,6387 Scenic Avenue,,Bothell,79,WA,Washington,98011,US,United States,{3715E813-4DCA-49E0-8F1C-31857D21F269},2008-12-17T00:00:00.000Z
9,8713 Yosemite Ct.,,Bothell,79,WA,Washington,98011,US,United States,{268AF621-76D7-4C78-9441-144FD139821A},2012-05-30T00:00:00.000Z
10,250 Race Court,,Bothell,79,WA,Washington,98011,US,United States,{0B6B739D-8EB6-4378-8D55-FE196AF34C04},2008-12-02T00:00:00.000Z
11,1318 Lasalle Street,,Bothell,79,WA,Washington,98011,US,United States,{981B3303-ACA2-49C7-9A96-FB670785B269},2013-02-28T00:00:00.000Z
14,8157 W. Book,,Bothell,79,WA,Washington,98011,US,United States,{A1C658AE-C553-4A9D-A081-A550D39B64DF},2009-12-04T00:00:00.000Z
17,6696 Anchor Drive,,Bothell,79,WA,Washington,98011,US,United States,{CE9B3B47-9267-4727-BCD2-687C47482C06},2013-11-08T00:00:00.000Z
18,1873 Lion Circle,,Bothell,79,WA,Washington,98011,US,United States,{963854F7-E3CB-46A1-A3DB-1B05F71D6473},2013-11-30T00:00:00.000Z
21,5747 Shirley Drive,,Bothell,79,WA,Washington,98011,US,United States,{D83299D7-A0F4-4055-9BD5-5908E245D757},2009-02-11T00:00:00.000Z
23,6657 Sand Pointe Lane,,Seattle,79,WA,Washington,98104,US,United States,{B991568F-5096-4A92-B25C-1A3E4D2ACC66},2009-01-15T00:00:00.000Z
24,80 Sunview Terrace,,Duluth,36,MN,Minnesota,55802,US,United States,{BE07D3C8-6E58-4670-9DA9-151AB6D3D620},2011-05-24T00:00:00.000Z
25,9178 Jumping St.,,Dallas,73,TX,Texas,75201,US,United States,{C8DF3BD9-48F0-4654-A8DD-14A67A84D3C6},2012-07-31T00:00:00.000Z
29,8291 Crossbow Way,,Memphis,72,TN,Tennessee,38103,US,United States,{7CC794AD-1822-412B-AB94-337A89A1D0C9},2011-05-24T00:00:00.000Z
30,9707 Coldwater Drive,,Orlando,15,FL,Florida,32804,US,United States,{7431591F-36C1-4A65-B722-0E006DB73557},2011-07-01T00:00:00.000Z
32,26910 Indela Road,,Montreal,63,QC,Quebec,H1Y 2H5,CA,Canada,{84A95F62-3AE8-4E7E-BBD5-5A6F00CD982D},2012-06-30T00:00:00.000Z
33,10203 Acorn Avenue,,Calgary,1,AB,Alberta,T2P 2G8,CA,Canada,{237986D3-0F02-4D59-9B2E-6B1A6B5A6185},2011-05-24T00:00:00.000Z
35,Pascalstr 951,,Berlin,20,HH,Hamburg,14111,DE,Germany,{2985CF68-8155-45A3-B086-7B08BD4D46EF},2013-05-23T00:00:00.000Z
36,34 Waterloo Road,,Melbourne,77,VIC,Victoria,3000,AU,Australia,{18E590A6-A500-48B5-B092-9E0B59816436},2013-05-23T00:00:00.000Z
38,8154 Via Mexico,,Detroit,35,MI,Michigan,48226,US,United States,{BD54F2AD-157A-4491-9F05-CC1D5A492CF1},2011-05-24T00:00:00.000Z
39,3997 Via De Luna,,Cambridge,30,MA,Massachusetts,02139,US,United States,{A5A9AC6D-5488-4A15-A932-F6FA651093F7},2012-09-23T00:00:00.000Z
42,463 H Stagecoach Rd.,,Kenmore,79,WA,Washington,98028,US,United States,{782C540D-3EAD-4D15-B170-E60616CF125B},2009-01-20T00:00:00.000Z
45,6697 Ridge Park Drive,,Kenmore,79,WA,Washington,98028,US,United States,{95A73034-BD61-4349-B337-02D647C88CDD},2008-11-25T00:00:00.000Z
46,5669 Ironwood Way,,Kenmore,79,WA,Washington,98028,US,United States,{8FD29F31-EB25-4EC7-9258-FEF7160119C0},2009-01-29T00:00:00.000Z
49,7048 Laurel,,Kenmore,79,WA,Washington,98028,US,United States,{C172E367-E6E6-4200-8865-12902022B891},2009-02-01T00:00:00.000Z
50,25 95th Ave NE,,Kenmore,79,WA,Washington,98028,US,United States,{8AD42881-A81B-4A4D-95C2-6D34A55F3BC9},2009-02-06T00:00:00.000Z
51,3280 Pheasant Circle,,Snohomish,79,WA,Washington,98296,US,United States,{D40AA5FF-462B-4322-9C67-C7B5F468E6E3},2008-11-30T00:00:00.000Z
55,591 Merriewood Drive,,Snohomish,79,WA,Washington,98296,US,United States,{AB314668-EACD-4440-9832-CCCF2B187078},2009-02-16T00:00:00.000Z
56,3114 Notre Dame Ave.,,Snohomish,79,WA,Washington,98296,US,United States,{E7A29CE5-7EC6-4E64-9480-0C166297B6A5},2013-11-29T00:00:00.000Z
58,2601 Cambridge Drive,,Snohomish,79,WA,Washington,98296,US,United States,{44668102-3C93-4005-BAAB-E14D351D1522},2008-12-05T00:00:00.000Z
59,2115 Passing,,Snohomish,79,WA,Washington,98296,US,United States,{77923F90-FCCD-40AE-8C51-52A2267A5A61},2008-11-30T00:00:00.000Z
60,4852 Chaparral Court,,Snohomish,79,WA,Washington,98296,US,United States,{5457D27A-52B3-4150-87EA-96B42645AB01},2009-12-25T00:00:00.000Z
62,3841 Silver Oaks Place,,Monroe,79,WA,Washington,98272,US,United States,{851AA003-2D0F-4165-A54B-A13D9B86924A},2008-11-27T00:00:00.000Z
63,9652 Los Angeles,,Monroe,79,WA,Washington,98272,US,United States,{E031CC1E-3E82-4338-B590-5FE91242DEFF},2009-01-27T00:00:00.000Z
