WorkOrderID	ProductID	OrderQty	StockedQty	ScrappedQty	StartDate	EndDate	DueDate	ScrapReasonID	ModifiedDate
42642	818	2	2	0	2013-08-10 00:00:00	2013-08-21 00:00:00	2013-08-21 00:00:00		2013-08-21 00:00:00
42643	819	2	2	0	2013-08-10 00:00:00	2013-08-21 00:00:00	2013-08-21 00:00:00		2013-08-21 00:00:00
42644	821	9	9	0	2013-08-10 00:00:00	2013-08-21 00:00:00	2013-08-21 00:00:00		2013-08-21 00:00:00
42645	823	1	1	0	2013-08-10 00:00:00	2013-08-21 00:00:00	2013-08-21 00:00:00		2013-08-21 00:00:00
42646	824	6	6	0	2013-08-10 00:00:00	2013-08-21 00:00:00	2013-08-21 00:00:00		2013-08-21 00:00:00
42647	826	2	2	0	2013-08-10 00:00:00	2013-08-21 00:00:00	2013-08-21 00:00:00		2013-08-21 00:00:00
42648	827	2	2	0	2013-08-10 00:00:00	2013-08-21 00:00:00	2013-08-21 00:00:00		2013-08-21 00:00:00
42649	829	9	9	0	2013-08-10 00:00:00	2013-08-21 00:00:00	2013-08-21 00:00:00		2013-08-21 00:00:00
42650	834	1	1	0	2013-08-10 00:00:00	2013-08-20 00:00:00	2013-08-21 00:00:00		2013-08-20 00:00:00
42651	836	1	1	0	2013-08-10 00:00:00	2013-08-20 00:00:00	2013-08-21 00:00:00		2013-08-20 00:00:00
42652	888	1	1	0	2013-08-10 00:00:00	2013-08-20 00:00:00	2013-08-21 00:00:00		2013-08-20 00:00:00
42653	890	2	2	0	2013-08-10 00:00:00	2013-08-20 00:00:00	2013-08-21 00:00:00		2013-08-20 00:00:00
42654	892	1	1	0	2013-08-10 00:00:00	2013-08-20 00:00:00	2013-08-21 00:00:00		2013-08-20 00:00:00
42655	893	2	2	0	2013-08-10 00:00:00	2013-08-20 00:00:00	2013-08-21 00:00:00		2013-08-20 00:00:00
42656	894	20	20	0	2013-08-10 00:00:00	2013-08-21 00:00:00	2013-08-21 00:00:00		2013-08-21 00:00:00
42657	898	2	2	0	2013-08-10 00:00:00	2013-08-20 00:00:00	2013-08-21 00:00:00		2013-08-20 00:00:00
42658	901	1	1	0	2013-08-10 00:00:00	2013-08-20 00:00:00	2013-08-21 00:00:00		2013-08-20 00:00:00
42659	942	1	1	0	2013-08-10 00:00:00	2013-08-21 00:00:00	2013-08-21 00:00:00		2013-08-21 00:00:00
42660	945	20	20	0	2013-08-10 00:00:00	2013-08-21 00:00:00	2013-08-21 00:00:00		2013-08-21 00:00:00
42661	946	3	3	0	2013-08-10 00:00:00	2013-08-21 00:00:00	2013-08-21 00:00:00		2013-08-21 00:00:00
42662	947	6	6	0	2013-08-10 00:00:00	2013-08-21 00:00:00	2013-08-21 00:00:00		2013-08-21 00:00:00
42663	949	5	5	0	2013-08-10 00:00:00	2013-08-21 00:00:00	2013-08-21 00:00:00		2013-08-21 00:00:00
42664	950	11	11	0	2013-08-10 00:00:00	2013-08-21 00:00:00	2013-08-21 00:00:00		2013-08-21 00:00:00
42665	951	4	4	0	2013-08-10 00:00:00	2013-08-21 00:00:00	2013-08-21 00:00:00		2013-08-21 00:00:00
42666	994	7	7	0	2013-08-10 00:00:00	2013-08-21 00:00:00	2013-08-21 00:00:00		2013-08-21 00:00:00
42667	995	9	9	0	2013-08-10 00:00:00	2013-08-21 00:00:00	2013-08-21 00:00:00		2013-08-21 00:00:00
42668	996	4	4	0	2013-08-10 00:00:00	2013-08-21 00:00:00	2013-08-21 00:00:00		2013-08-21 00:00:00
42669	3	200	200	0	2013-08-10 00:00:00	2013-08-20 00:00:00	2013-08-21 00:00:00		2013-08-20 00:00:00
42670	324	40	40	0	2013-08-10 00:00:00	2013-08-20 00:00:00	2013-08-21 00:00:00		2013-08-20 00:00:00
42671	327	20	20	0	2013-08-10 00:00:00	2013-08-20 00:00:00	2013-08-21 00:00:00		2013-08-20 00:00:00
42672	328	14	14	0	2013-08-10 00:00:00	2013-08-20 00:00:00	2013-08-21 00:00:00		2013-08-20 00:00:00
42673	329	8	8	0	2013-08-10 00:00:00	2013-08-20 00:00:00	2013-08-21 00:00:00		2013-08-20 00:00:00
42674	330	18	18	0	2013-08-10 00:00:00	2013-08-20 00:00:00	2013-08-21 00:00:00		2013-08-20 00:00:00
42675	398	20	20	0	2013-08-10 00:00:00	2013-08-20 00:00:00	2013-08-21 00:00:00		2013-08-20 00:00:00
42676	399	20	20	0	2013-08-10 00:00:00	2013-08-20 00:00:00	2013-08-21 00:00:00		2013-08-20 00:00:00
42677	400	6	6	0	2013-08-10 00:00:00	2013-08-20 00:00:00	2013-08-21 00:00:00		2013-08-20 00:00:00
42678	401	34	33	1	2013-08-10 00:00:00	2013-08-20 00:00:00	2013-08-21 00:00:00	13	2013-08-20 00:00:00
42679	529	20	20	0	2013-08-10 00:00:00	2013-08-20 00:00:00	2013-08-21 00:00:00		2013-08-20 00:00:00
42680	532	80	80	0	2013-08-10 00:00:00	2013-08-20 00:00:00	2013-08-21 00:00:00		2013-08-20 00:00:00
42681	533	20	20	0	2013-08-10 00:00:00	2013-08-20 00:00:00	2013-08-21 00:00:00		2013-08-20 00:00:00
42682	534	20	20	0	2013-08-10 00:00:00	2013-08-20 00:00:00	2013-08-21 00:00:00		2013-08-20 00:00:00
42683	802	5	5	0	2013-08-10 00:00:00	2013-08-21 00:00:00	2013-08-21 00:00:00		2013-08-21 00:00:00
42684	803	3	3	0	2013-08-10 00:00:00	2013-08-21 00:00:00	2013-08-21 00:00:00		2013-08-21 00:00:00
42685	804	12	12	0	2013-08-10 00:00:00	2013-08-21 00:00:00	2013-08-21 00:00:00		2013-08-21 00:00:00
42686	316	40	40	0	2013-08-10 00:00:00	2013-08-20 00:00:00	2013-08-21 00:00:00		2013-08-20 00:00:00
42687	331	40	40	0	2013-08-10 00:00:00	2013-08-20 00:00:00	2013-08-21 00:00:00		2013-08-20 00:00:00
42688	350	20	20	0	2013-08-10 00:00:00	2013-08-20 00:00:00	2013-08-21 00:00:00		2013-08-20 00:00:00
42689	531	20	20	0	2013-08-10 00:00:00	2013-08-20 00:00:00	2013-08-21 00:00:00		2013-08-20 00:00:00
