SalesOrderID	RevisionNumber	OrderDate	DueDate	ShipDate	Status	OnlineOrderFlag	SalesOrderNumber	PurchaseOrderNumber	AccountNumber	CustomerID	SalesPersonID	TerritoryID	BillToAddressID	ShipToAddressID	ShipMethodID	CreditCardID	CreditCardApprovalCode	CurrencyRateID	SubTotal	TaxAmt	Freight	TotalDue	Comment	rowguid	ModifiedDate
43659	8	2011-05-31 00:00:00	2011-06-12 00:00:00	2011-06-07 00:00:00	5	False	SO43659	PO522145787	10-4020-000676	29825	279	5	985	985	5	16281	105041Vi84182		20565
43660	8	2011-05-31 00:00:00	2011-06-12 00:00:00	2011-06-07 00:00:00	5	False	SO43660	PO18850127500	10-4020-000117	29672	279	5	921	921	5	5618	115213Vi29411		1294
43661	8	2011-05-31 00:00:00	2011-06-12 00:00:00	2011-06-07 00:00:00	5	False	SO43661	PO18473189620	10-4020-000442	29734	282	6	517	517	5	1346	85274Vi6854	4	32726
43662	8	2011-05-31 00:00:00	2011-06-12 00:00:00	2011-06-07 00:00:00	5	False	SO43662	PO18444174044	10-4020-000227	29994	282	6	482	482	5	10456	125295Vi53935	4	28832
43663	8	2011-05-31 00:00:00	2011-06-12 00:00:00	2011-06-07 00:00:00	5	False	SO43663	PO18009186470	10-4020-000510	29565	276	4	1073	1073	5	4322	45303Vi22691		419
43664	8	2011-05-31 00:00:00	2011-06-12 00:00:00	2011-06-07 00:00:00	5	False	SO43664	PO16617121983	10-4020-000397	29898	280	1	876	876	5	806	95555Vi4081		24432
43665	8	2011-05-31 00:00:00	2011-06-12 00:00:00	2011-06-07 00:00:00	5	False	SO43665	PO16588191572	10-4020-000146	29580	283	1	849	849	5	15232	35568Vi78804		14352
43666	8	2011-05-31 00:00:00	2011-06-12 00:00:00	2011-06-07 00:00:00	5	False	SO43666	PO16008173883	10-4020-000511	30052	276	4	1074	1074	5	13349	105623Vi69217		5056
43667	8	2011-05-31 00:00:00	2011-06-12 00:00:00	2011-06-07 00:00:00	5	False	SO43667	PO15428132599	10-4020-000646	29974	277	3	629	629	5	10370	55680Vi53503		6107
43668	8	2011-05-31 00:00:00	2011-06-12 00:00:00	2011-06-07 00:00:00	5	False	SO43668	PO14732180295	10-4020-000514	29614	282	6	529	529	5	1566	85817Vi8045	4	35944
43669	8	2011-05-31 00:00:00	2011-06-12 00:00:00	2011-06-07 00:00:00	5	False	SO43669	PO14123169936	10-4020-000578	29747	283	1	895	895	5	15538	25877Vi80261		714
43670	8	2011-05-31 00:00:00	2011-06-12 00:00:00	2011-06-07 00:00:00	5	False	SO43670	PO14384116310	10-4020-000504	29566	275	3	810	810	5	18017	105888Vi93490		6122
43671	8	2011-05-31 00:00:00	2011-06-12 00:00:00	2011-06-07 00:00:00	5	False	SO43671	PO13978119376	10-4020-000200	29890	283	1	855	855	5	13693	25904Vi70960		8128
43672	8	2011-05-31 00:00:00	2011-06-12 00:00:00	2011-06-07 00:00:00	5	False	SO43672	PO13862153537	10-4020-000119	30067	282	6	464	464	5	3980	95915Vi20982	4	6124
43673	8	2011-05-31 00:00:00	2011-06-12 00:00:00	2011-06-07 00:00:00	5	False	SO43673	PO13775141242	10-4020-000618	29844	275	2	821	821	5	1417	35931Vi7271		3746
43674	8	2011-05-31 00:00:00	2011-06-12 00:00:00	2011-06-07 00:00:00	5	False	SO43674	PO12760141756	10-4020-000083	29596	282	6	458	458	5	19204	26081Vi99806	4	2624
43675	8	2011-05-31 00:00:00	2011-06-12 00:00:00	2011-06-07 00:00:00	5	False	SO43675	PO12412186464	10-4020-000670	29827	277	3	631	631	5	11886	126121Vi61402		5716
43676	8	2011-05-31 00:00:00	2011-06-12 00:00:00	2011-06-07 00:00:00	5	False	SO43676	PO11861165059	10-4020-000017	29811	275	5	755	755	5	18153	36168Vi94127		14203
43677	8	2011-05-31 00:00:00	2011-06-12 00:00:00	2011-06-07 00:00:00	5	False	SO43677	PO11049174786	10-4020-000679	29824	278	6	556	556	5	14030	16302Vi72763	4	7793
43678	8	2011-05-31 00:00:00	2011-06-12 00:00:00	2011-06-07 00:00:00	5	False	SO43678	PO10817150168	10-4020-000203	29889	281	4	1021	1021	5	5093	66363Vi26658		9799
43679	8	2011-05-31 00:00:00	2011-06-12 00:00:00	2011-06-07 00:00:00	5	False	SO43679	PO10527142759	10-4020-000480	29761	278	6	525	525	5	5439	126365Vi28482	4	1316
43680	8	2011-05-31 00:00:00	2011-06-12 00:00:00	2011-06-07 00:00:00	5	False	SO43680	PO10730130087	10-4020-000491	29489	281	4	1069	1069	5	6653	126370Vi34642		11397
43681	8	2011-05-31 00:00:00	2011-06-12 00:00:00	2011-06-07 00:00:00	5	False	SO43681	PO1189177803	10-4020-000423	29661	279	5	955	955	5	5301	16608Vi27707		13787
43682	8	2011-05-31 00:00:00	2011-06-12 00:00:00	2011-06-07 00:00:00	5	False	SO43682	PO1566124200	10-4020-000486	29759	275	2	808	808	5	76	96712Vi373		3875
43683	8	2011-05-31 00:00:00	2011-06-12 00:00:00	2011-06-07 00:00:00	5	False	SO43683	PO2552113807	10-4020-000506	29497	283	1	889	889	5	13045	76866Vi67506		42813
43684	8	2011-05-31 00:00:00	2011-06-12 00:00:00	2011-06-07 00:00:00	5	False	SO43684	PO3393188842	10-4020-000549	29912	279	5	971	971	5	267	37982Vi1394		5596
43685	8	2011-05-31 00:00:00	2011-06-12 00:00:00	2011-06-07 00:00:00	5	False	SO43685	PO4176124783	10-4020-000458	30084	279	5	958	958	5	2519	108058Vi13146		2736
43686	8	2011-05-31 00:00:00	2011-06-12 00:00:00	2011-06-07 00:00:00	5	False	SO43686	PO5075125561	10-4020-000344	29606	283	1	871	871	5	14612	48152Vi75759		3463
43687	8	2011-05-31 00:00:00	2011-06-12 00:00:00	2011-06-07 00:00:00	5	False	SO43687	PO4959110829	10-4020-000269	29610	275	2	783	783	5	3235	128163Vi17021		1258
43688	8	2011-05-31 00:00:00	2011-06-12 00:00:00	2011-06-07 00:00:00	5	False	SO43688	PO5365136389	10-4020-000161	29718	275	2	771	771	5	12399	88200Vi64099		12718
43689	8	2011-05-31 00:00:00	2011-06-12 00:00:00	2011-06-07 00:00:00	5	False	SO43689	PO5626159507	10-4020-000166	29646	277	4	578	578	5	13054	98228Vi67566		33997
43690	8	2011-05-31 00:00:00	2011-06-12 00:00:00	2011-06-07 00:00:00	5	False	SO43690	PO6235146326	10-4020-000431	29533	275	3	801	801	5	2337	28321Vi12181		1297
43691	8	2011-05-31 00:00:00	2011-06-12 00:00:00	2011-06-07 00:00:00	5	False	SO43691	PO6409111675	10-4020-000292	29570	277	4	592	592	5	242	28360Vi1235		874
