SalesOrderID	SalesOrderDetailID	CarrierTrackingNumber	OrderQty	ProductID	SpecialOfferID	UnitPrice	UnitPriceDiscount	LineTotal	rowguid	ModifiedDate
61267	77123	BCFD-47EE-BD	1	953	1	728
61267	77124	BCFD-47EE-BD	2	893	1	602
61267	77125	BCFD-47EE-BD	2	972	1	728
61268	77126	6D70-4A56-87	3	900	1	200
61269	77127		1	708	1	34
61269	77128		1	714	1	49
61270	77129		1	878	1	21
61271	77130		1	931	1	21
61271	77131		1	873	1	2
61272	77132		1	921	1	4
61272	77133		1	873	2	2
61273	77134		1	870	1	4
61274	77135		1	712	1	8
61274	77136		1	868	1	69
61275	77137		1	711	1	34
61276	77138		1	881	1	53
61276	77139		1	712	1	8
61277	77140		1	987	1	564
61277	77141		1	883	1	53
61277	77142		1	712	1	8
61278	77143		1	973	1	1700
61278	77144		1	872	1	8
61278	77145		1	870	1	4
61278	77146		1	881	1	53
61279	77147		1	784	2	2294
61279	77148		1	878	1	21
61280	77149		1	707	1	34
61281	77150		1	932	1	24
61282	77151		1	873	1	2
61283	77152		1	931	1	21
61283	77153		1	922	1	3
61283	77154		1	711	1	34
61284	77155		1	931	1	21
61284	77156		1	873	1	2
61285	77157		1	933	1	32
61285	77158		1	922	1	3
61285	77159		1	707	1	34
61286	77160		1	929	1	29
61286	77161		1	921	1	4
61287	77162		1	871	1	9
61287	77163		1	870	1	4
61287	77164		1	882	1	53
61288	77165		1	921	1	4
61288	77166		1	929	1	29
61288	77167		1	711	1	34
61289	77168		1	921	1	4
61289	77169		1	929	1	29
61289	77170		1	708	1	34
61290	77171		1	871	1	9
61290	77172		1	870	1	4
61291	77173		1	867	1	69
61292	77174		1	871	1	9
61292	77175		1	870	1	4
61293	77176		1	870	1	4
61293	77177		1	711	1	34
61293	77178		1	715	1	49
61294	77179		1	870	1	4
61294	77180		1	877	1	7
61295	77181		1	921	1	4
61295	77182		1	873	2	2
61296	77183		1	878	1	21
61297	77184		1	934	1	28
61297	77185		1	923	1	4
61297	77186		1	872	1	8
61297	77187		1	870	1	4
61297	77188		1	882	1	53
61298	77189		1	923	1	4
61298	77190		1	712	1	8
61298	77191		1	707	1	34
61299	77192		1	930	1	35	0	35
61299	77193		1	921	1	4
61300	77194		1	878	1	21
61300	77195		1	871	1	9
61300	77196		1	870	1	4
61300	77197		1	864	1	63
61301	77198		1	795	1	2443
61301	77199		1	922	1	3
61301	77200		1	933	1	32
61302	77201		1	784	1	2294
61302	77202		1	870	1	4
61302	77203		1	871	1	9
61303	77204		1	956	1	2384
61303	77205		1	711	1	34
61304	77206		1	953	1	1214
61304	77207		1	870	1	4
61304	77208		1	872	1	8
61304	77209		1	707	1	34
61305	77210		1	976	1	1700
61306	77211		1	973	1	1700
61306	77212		1	872	1	8
61306	77213		1	870	1	4
