SalesOrderID	SalesOrderDetailID	CarrierTrackingNumber	OrderQty	ProductID	SpecialOfferID	UnitPrice	UnitPriceDiscount	LineTotal	rowguid	ModifiedDate
51148	37244	1D20-490E-98	8	948	1	63
51148	37245	1D20-490E-98	2	885	1	602
51148	37246	1D20-490E-98	2	972	1	728
51148	37247	1D20-490E-98	3	970	1	728
51148	37248	1D20-490E-98	1	967	1	1430
51149	37249	E0BD-412F-A7	2	939	1	37
51149	37250	E0BD-412F-A7	3	998	1	323
51149	37251	E0BD-412F-A7	1	973	1	1020
51149	37252	E0BD-412F-A7	10	875	1	5
51149	37253	E0BD-412F-A7	1	940	1	48
51149	37254	E0BD-412F-A7	2	874	1	5
51149	37255	E0BD-412F-A7	3	881	1	32
51149	37256	E0BD-412F-A7	2	714	1	29
51149	37257	E0BD-412F-A7	4	999	1	323
51149	37258	E0BD-412F-A7	3	938	1	24
51149	37259	E0BD-412F-A7	3	976	1	1020
51150	37260	5831-4C4F-B1	2	941	1	48
51150	37261	5831-4C4F-B1	6	945	1	54
51150	37262	5831-4C4F-B1	1	914	1	16
51150	37263	5831-4C4F-B1	1	967	1	1430
51150	37264	5831-4C4F-B1	1	972	1	728
51150	37265	5831-4C4F-B1	2	970	1	728
51150	37266	5831-4C4F-B1	2	996	1	72
51150	37267	5831-4C4F-B1	1	964	13	334
51150	37268	5831-4C4F-B1	1	994	1	32
51150	37269	5831-4C4F-B1	1	893	1	602
51150	37270	5831-4C4F-B1	4	954	14	953
51150	37271	5831-4C4F-B1	3	979	13	334
51150	37272	5831-4C4F-B1	2	960	13	334
51150	37273	5831-4C4F-B1	3	965	13	334
51150	37274	5831-4C4F-B1	2	894	1	72
51150	37275	5831-4C4F-B1	2	892	1	602
51150	37276	5831-4C4F-B1	1	958	13	334
51150	37277	5831-4C4F-B1	1	885	1	602
51150	37278	5831-4C4F-B1	2	961	13	334
51150	37279	5831-4C4F-B1	1	963	13	334
51150	37280	5831-4C4F-B1	3	916	1	31
51150	37281	5831-4C4F-B1	1	886	1	200
51150	37282	5831-4C4F-B1	3	971	1	728
51150	37283	5831-4C4F-B1	1	959	13	334
51150	37284	5831-4C4F-B1	1	947	1	54
51150	37285	5831-4C4F-B1	2	949	1	105
