TransactionID	ProductID	ReferenceOrderID	ReferenceOrderLineID	TransactionDate	TransactionType	Quantity	ActualCost	ModifiedDate
160208	973	64608	1	2014-01-19 00:00:00	S	1	1700
160209	708	64609	2	2014-01-19 00:00:00	S	1	34
160210	797	64609	1	2014-01-19 00:00:00	S	1	1120
160211	707	64610	2	2014-01-19 00:00:00	S	1	34
160212	799	64610	1	2014-01-19 00:00:00	S	1	1120
160213	956	64611	1	2014-01-19 00:00:00	S	1	2384
160214	345	1745	1	2014-01-20 00:00:00	P	3	36
160215	346	1745	2	2014-01-20 00:00:00	P	3	41
160216	347	1745	3	2014-01-20 00:00:00	P	3	36
160217	348	1745	4	2014-01-20 00:00:00	P	3	34
160218	349	1745	5	2014-01-20 00:00:00	P	3	39
160219	935	1746	1	2014-01-20 00:00:00	P	550	31
160220	936	1746	2	2014-01-20 00:00:00	P	550	48
160221	375	1747	1	2014-01-20 00:00:00	P	3	43
160222	376	1747	2	2014-01-20 00:00:00	P	3	39
160223	377	1747	3	2014-01-20 00:00:00	P	3	36
160224	378	1747	4	2014-01-20 00:00:00	P	3	41
160225	379	1747	5	2014-01-20 00:00:00	P	3	36
160226	380	1747	6	2014-01-20 00:00:00	P	3	43
160227	481	1748	1	2014-01-20 00:00:00	P	550	11
160228	482	1748	2	2014-01-20 00:00:00	P	550	8
160229	483	1748	3	2014-01-20 00:00:00	P	550	9
160230	484	1748	4	2014-01-20 00:00:00	P	550	6
160231	485	1748	5	2014-01-20 00:00:00	P	550	7
160232	402	1749	1	2014-01-20 00:00:00	P	3	47
160233	510	1750	1	2014-01-20 00:00:00	P	550	23
160234	511	1750	2	2014-01-20 00:00:00	P	550	29
160235	512	1750	3	2014-01-20 00:00:00	P	550	34
160236	914	1751	1	2014-01-20 00:00:00	P	550	21
160237	915	1751	2	2014-01-20 00:00:00	P	550	30
160238	916	1751	3	2014-01-20 00:00:00	P	550	40
160239	525	1752	1	2014-01-20 00:00:00	P	550	2
160240	526	1753	1	2014-01-20 00:00:00	P	550	3
160241	908	1754	1	2014-01-20 00:00:00	P	550	21
160242	909	1754	2	2014-01-20 00:00:00	P	550	30
160243	356	1755	1	2014-01-20 00:00:00	P	60	3
160244	357	1755	2	2014-01-20 00:00:00	P	60	3
160245	935	1756	1	2014-01-20 00:00:00	P	550	31
160246	936	1756	2	2014-01-20 00:00:00	P	550	48
160247	524	1757	1	2014-01-20 00:00:00	P	550	12
160248	911	1758	1	2014-01-20 00:00:00	P	550	21
160249	912	1758	2	2014-01-20 00:00:00	P	550	30
160250	910	1759	1	2014-01-20 00:00:00	P	550	40
160251	937	1760	1	2014-01-20 00:00:00	P	550	62
