Date,DateKey,Year,Month,Day,DayOfWeek,Quarter,WeekOfYear,DayName,MonthName,IsWeekend
2014-09-24,20140924,2014,9,24,4,3,39,Wednesday,September,false
2014-09-25,20140925,2014,9,25,5,3,39,Thursday,September,false
2014-09-26,20140926,2014,9,26,6,3,39,Friday,September,false
2014-09-27,20140927,2014,9,27,7,3,39,Saturday,September,true
2014-09-28,20140928,2014,9,28,1,3,39,Sunday,September,true
2014-09-29,20140929,2014,9,29,2,3,40,Monday,September,false
2014-09-30,20140930,2014,9,30,3,3,40,Tuesday,September,false
2014-10-01,20141001,2014,10,1,4,4,40,Wednesday,October,false
2014-10-02,20141002,2014,10,2,5,4,40,Thursday,October,false
2014-10-03,20141003,2014,10,3,6,4,40,Friday,October,false
2014-10-04,20141004,2014,10,4,7,4,40,Saturday,October,true
2014-10-05,20141005,2014,10,5,1,4,40,Sunday,October,true
2014-10-06,20141006,2014,10,6,2,4,41,Monday,October,false
2014-10-07,20141007,2014,10,7,3,4,41,Tuesday,October,false
2014-10-08,20141008,2014,10,8,4,4,41,Wednesday,October,false
2014-10-09,20141009,2014,10,9,5,4,41,Thursday,October,false
2014-10-10,20141010,2014,10,10,6,4,41,Friday,October,false
2014-10-11,20141011,2014,10,11,7,4,41,Saturday,October,true
2014-10-12,20141012,2014,10,12,1,4,41,Sunday,October,true
2014-10-13,20141013,2014,10,13,2,4,42,Monday,October,false
2014-10-14,20141014,2014,10,14,3,4,42,Tuesday,October,false
2014-10-15,20141015,2014,10,15,4,4,42,Wednesday,October,false
2014-10-16,20141016,2014,10,16,5,4,42,Thursday,October,false
2014-10-17,20141017,2014,10,17,6,4,42,Friday,October,false
2014-10-18,20141018,2014,10,18,7,4,42,Saturday,October,true
2014-10-19,20141019,2014,10,19,1,4,42,Sunday,October,true
2014-10-20,20141020,2014,10,20,2,4,43,Monday,October,false
2014-10-21,20141021,2014,10,21,3,4,43,Tuesday,October,false
2014-10-22,20141022,2014,10,22,4,4,43,Wednesday,October,false
2014-10-23,20141023,2014,10,23,5,4,43,Thursday,October,false
2014-10-24,20141024,2014,10,24,6,4,43,Friday,October,false
2014-10-25,20141025,2014,10,25,7,4,43,Saturday,October,true
2014-10-26,20141026,2014,10,26,1,4,43,Sunday,October,true
2014-10-27,20141027,2014,10,27,2,4,44,Monday,October,false
2014-10-28,20141028,2014,10,28,3,4,44,Tuesday,October,false
2014-10-29,20141029,2014,10,29,4,4,44,Wednesday,October,false
2014-10-30,20141030,2014,10,30,5,4,44,Thursday,October,false
2014-10-31,20141031,2014,10,31,6,4,44,Friday,October,false
2014-11-01,20141101,2014,11,1,7,4,44,Saturday,November,true
2014-11-02,20141102,2014,11,2,1,4,44,Sunday,November,true
2014-11-03,20141103,2014,11,3,2,4,45,Monday,November,false
2014-11-04,20141104,2014,11,4,3,4,45,Tuesday,November,false
2014-11-05,20141105,2014,11,5,4,4,45,Wednesday,November,false
2014-11-06,20141106,2014,11,6,5,4,45,Thursday,November,false
2014-11-07,20141107,2014,11,7,6,4,45,Friday,November,false
2014-11-08,20141108,2014,11,8,7,4,45,Saturday,November,true
2014-11-09,20141109,2014,11,9,1,4,45,Sunday,November,true
2014-11-10,20141110,2014,11,10,2,4,46,Monday,November,false
