Date,DateKey,Year,Month,Day,DayOfWeek,Quarter,WeekOfYear,DayName,MonthName,IsWeekend
2008-02-16,20080216,2008,2,16,7,1,7,Saturday,February,true
2008-02-17,20080217,2008,2,17,1,1,7,Sunday,February,true
2008-02-18,20080218,2008,2,18,2,1,8,Monday,February,false
2008-02-19,20080219,2008,2,19,3,1,8,Tuesday,February,false
2008-02-20,20080220,2008,2,20,4,1,8,Wednesday,February,false
2008-02-21,20080221,2008,2,21,5,1,8,Thursday,February,false
2008-02-22,20080222,2008,2,22,6,1,8,Friday,February,false
2008-02-23,20080223,2008,2,23,7,1,8,Saturday,February,true
2008-02-24,20080224,2008,2,24,1,1,8,Sunday,February,true
2008-02-25,20080225,2008,2,25,2,1,9,Monday,February,false
2008-02-26,20080226,2008,2,26,3,1,9,Tuesday,February,false
2008-02-27,20080227,2008,2,27,4,1,9,Wednesday,February,false
2008-02-28,20080228,2008,2,28,5,1,9,Thursday,February,false
2008-02-29,20080229,2008,2,29,6,1,9,Friday,February,false
2008-03-01,20080301,2008,3,1,7,1,9,Saturday,March,true
2008-03-02,20080302,2008,3,2,1,1,9,Sunday,March,true
2008-03-03,20080303,2008,3,3,2,1,10,Monday,March,false
2008-03-04,20080304,2008,3,4,3,1,10,Tuesday,March,false
2008-03-05,20080305,2008,3,5,4,1,10,Wednesday,March,false
2008-03-06,20080306,2008,3,6,5,1,10,Thursday,March,false
2008-03-07,20080307,2008,3,7,6,1,10,Friday,March,false
2008-03-08,20080308,2008,3,8,7,1,10,Saturday,March,true
2008-03-09,20080309,2008,3,9,1,1,10,Sunday,March,true
2008-03-10,20080310,2008,3,10,2,1,11,Monday,March,false
2008-03-11,20080311,2008,3,11,3,1,11,Tuesday,March,false
2008-03-12,20080312,2008,3,12,4,1,11,Wednesday,March,false
2008-03-13,20080313,2008,3,13,5,1,11,Thursday,March,false
2008-03-14,20080314,2008,3,14,6,1,11,Friday,March,false
2008-03-15,20080315,2008,3,15,7,1,11,Saturday,March,true
2008-03-16,20080316,2008,3,16,1,1,11,Sunday,March,true
2008-03-17,20080317,2008,3,17,2,1,12,Monday,March,false
2008-03-18,20080318,2008,3,18,3,1,12,Tuesday,March,false
2008-03-19,20080319,2008,3,19,4,1,12,Wednesday,March,false
2008-03-20,20080320,2008,3,20,5,1,12,Thursday,March,false
2008-03-21,20080321,2008,3,21,6,1,12,Friday,March,false
2008-03-22,20080322,2008,3,22,7,1,12,Saturday,March,true
2008-03-23,20080323,2008,3,23,1,1,12,Sunday,March,true
2008-03-24,20080324,2008,3,24,2,1,13,Monday,March,false
2008-03-25,20080325,2008,3,25,3,1,13,Tuesday,March,false
2008-03-26,20080326,2008,3,26,4,1,13,Wednesday,March,false
2008-03-27,20080327,2008,3,27,5,1,13,Thursday,March,false
2008-03-28,20080328,2008,3,28,6,1,13,Friday,March,false
2008-03-29,20080329,2008,3,29,7,1,13,Saturday,March,true
2008-03-30,20080330,2008,3,30,1,1,13,Sunday,March,true
2008-03-31,20080331,2008,3,31,2,1,14,Monday,March,false
2008-04-01,20080401,2008,4,1,3,2,14,Tuesday,April,false
2008-04-02,20080402,2008,4,2,4,2,14,Wednesday,April,false
2008-04-03,20080403,2008,4,3,5,2,14,Thursday,April,false
2008-04-04,20080404,2008,4,4,6,2,14,Friday,April,false
2008-04-05,20080405,2008,4,5,7,2,14,Saturday,April,true
2008-04-06,20080406,2008,4,6,1,2,14,Sunday,April,true
2008-04-07,20080407,2008,4,7,2,2,15,Monday,April,false
2008-04-08,20080408,2008,4,8,3,2,15,Tuesday,April,false
2008-04-09,20080409,2008,4,9,4,2,15,Wednesday,April,false
2008-04-10,20080410,2008,4,10,5,2,15,Thursday,April,false
2008-04-11,20080411,2008,4,11,6,2,15,Friday,April,false
2008-04-12,20080412,2008,4,12,7,2,15,Saturday,April,true
2008-04-13,20080413,2008,4,13,1,2,15,Sunday,April,true
2008-04-14,20080414,2008,4,14,2,2,16,Monday,April,false
2008-04-15,20080415,2008,4,15,3,2,16,Tuesday,April,false
2008-04-16,20080416,2008,4,16,4,2,16,Wednesday,April,false
2008-04-17,20080417,2008,4,17,5,2,16,Thursday,April,false
2008-04-18,20080418,2008,4,18,6,2,16,Friday,April,false
2008-04-19,20080419,2008,4,19,7,2,16,Saturday,April,true
2008-04-20,20080420,2008,4,20,1,2,16,Sunday,April,true
2008-04-21,20080421,2008,4,21,2,2,17,Monday,April,false
2008-04-22,20080422,2008,4,22,3,2,17,Tuesday,April,false
2008-04-23,20080423,2008,4,23,4,2,17,Wednesday,April,false
2008-04-24,20080424,2008,4,24,5,2,17,Thursday,April,false
2008-04-25,20080425,2008,4,25,6,2,17,Friday,April,false
2008-04-26,20080426,2008,4,26,7,2,17,Saturday,April,true
2008-04-27,20080427,2008,4,27,1,2,17,Sunday,April,true
2008-04-28,20080428,2008,4,28,2,2,18,Monday,April,false
2008-04-29,20080429,2008,4,29,3,2,18,Tuesday,April,false
2008-04-30,20080430,2008,4,30,4,2,18,Wednesday,April,false
2008-05-01,20080501,2008,5,1,5,2,18,Thursday,May,false
2008-05-02,20080502,2008,5,2,6,2,18,Friday,May,false
2008-05-03,20080503,2008,5,3,7,2,18,Saturday,May,true
2008-05-04,20080504,2008,5,4,1,2,18,Sunday,May,true
2008-05-05,20080505,2008,5,5,2,2,19,Monday,May,false
2008-05-06,20080506,2008,5,6,3,2,19,Tuesday,May,false
2008-05-07,20080507,2008,5,7,4,2,19,Wednesday,May,false
2008-05-08,20080508,2008,5,8,5,2,19,Thursday,May,false
2008-05-09,20080509,2008,5,9,6,2,19,Friday,May,false
2008-05-10,20080510,2008,5,10,7,2,19,Saturday,May,true
2008-05-11,20080511,2008,5,11,1,2,19,Sunday,May,true
2008-05-12,20080512,2008,5,12,2,2,20,Monday,May,false
2008-05-13,20080513,2008,5,13,3,2,20,Tuesday,May,false
2008-05-14,20080514,2008,5,14,4,2,20,Wednesday,May,false
2008-05-15,20080515,2008,5,15,5,2,20,Thursday,May,false
2008-05-16,20080516,2008,5,16,6,2,20,Friday,May,false
2008-05-17,20080517,2008,5,17,7,2,20,Saturday,May,true
2008-05-18,20080518,2008,5,18,1,2,20,Sunday,May,true
2008-05-19,20080519,2008,5,19,2,2,21,Monday,May,false
2008-05-20,20080520,2008,5,20,3,2,21,Tuesday,May,false
2008-05-21,20080521,2008,5,21,4,2,21,Wednesday,May,false
2008-05-22,20080522,2008,5,22,5,2,21,Thursday,May,false
2008-05-23,20080523,2008,5,23,6,2,21,Friday,May,false
2008-05-24,20080524,2008,5,24,7,2,21,Saturday,May,true
2008-05-25,20080525,2008,5,25,1,2,21,Sunday,May,true
2008-05-26,20080526,2008,5,26,2,2,22,Monday,May,false
2008-05-27,20080527,2008,5,27,3,2,22,Tuesday,May,false
2008-05-28,20080528,2008,5,28,4,2,22,Wednesday,May,false
2008-05-29,20080529,2008,5,29,5,2,22,Thursday,May,false
2008-05-30,20080530,2008,5,30,6,2,22,Friday,May,false
2008-05-31,20080531,2008,5,31,7,2,22,Saturday,May,true
2008-06-01,20080601,2008,6,1,1,2,22,Sunday,June,true
2008-06-02,20080602,2008,6,2,2,2,23,Monday,June,false
2008-06-03,20080603,2008,6,3,3,2,23,Tuesday,June,false
2008-06-04,20080604,2008,6,4,4,2,23,Wednesday,June,false
2008-06-05,20080605,2008,6,5,5,2,23,Thursday,June,false
2008-06-06,20080606,2008,6,6,6,2,23,Friday,June,false
2008-06-07,20080607,2008,6,7,7,2,23,Saturday,June,true
2008-06-08,20080608,2008,6,8,1,2,23,Sunday,June,true
2008-06-09,20080609,2008,6,9,2,2,24,Monday,June,false
2008-06-10,20080610,2008,6,10,3,2,24,Tuesday,June,false
2008-06-11,20080611,2008,6,11,4,2,24,Wednesday,June,false
2008-06-12,20080612,2008,6,12,5,2,24,Thursday,June,false
2008-06-13,20080613,2008,6,13,6,2,24,Friday,June,false
2008-06-14,20080614,2008,6,14,7,2,24,Saturday,June,true
2008-06-15,20080615,2008,6,15,1,2,24,Sunday,June,true
2008-06-16,20080616,2008,6,16,2,2,25,Monday,June,false
2008-06-17,20080617,2008,6,17,3,2,25,Tuesday,June,false
2008-06-18,20080618,2008,6,18,4,2,25,Wednesday,June,false
2008-06-19,20080619,2008,6,19,5,2,25,Thursday,June,false
2008-06-20,20080620,2008,6,20,6,2,25,Friday,June,false
2008-06-21,20080621,2008,6,21,7,2,25,Saturday,June,true
2008-06-22,20080622,2008,6,22,1,2,25,Sunday,June,true
2008-06-23,20080623,2008,6,23,2,2,26,Monday,June,false
2008-06-24,20080624,2008,6,24,3,2,26,Tuesday,June,false
2008-06-25,20080625,2008,6,25,4,2,26,Wednesday,June,false
2008-06-26,20080626,2008,6,26,5,2,26,Thursday,June,false
2008-06-27,20080627,2008,6,27,6,2,26,Friday,June,false
2008-06-28,20080628,2008,6,28,7,2,26,Saturday,June,true
2008-06-29,20080629,2008,6,29,1,2,26,Sunday,June,true
2008-06-30,20080630,2008,6,30,2,2,27,Monday,June,false
2008-07-01,20080701,2008,7,1,3,3,27,Tuesday,July,false
2008-07-02,20080702,2008,7,2,4,3,27,Wednesday,July,false
2008-07-03,20080703,2008,7,3,5,3,27,Thursday,July,false
2008-07-04,20080704,2008,7,4,6,3,27,Friday,July,false
2008-07-05,20080705,2008,7,5,7,3,27,Saturday,July,true
2008-07-06,20080706,2008,7,6,1,3,27,Sunday,July,true
2008-07-07,20080707,2008,7,7,2,3,28,Monday,July,false
2008-07-08,20080708,2008,7,8,3,3,28,Tuesday,July,false
2008-07-09,20080709,2008,7,9,4,3,28,Wednesday,July,false
2008-07-10,20080710,2008,7,10,5,3,28,Thursday,July,false
2008-07-11,20080711,2008,7,11,6,3,28,Friday,July,false
2008-07-12,20080712,2008,7,12,7,3,28,Saturday,July,true
2008-07-13,20080713,2008,7,13,1,3,28,Sunday,July,true
2008-07-14,20080714,2008,7,14,2,3,29,Monday,July,false
2008-07-15,20080715,2008,7,15,3,3,29,Tuesday,July,false
2008-07-16,20080716,2008,7,16,4,3,29,Wednesday,July,false
2008-07-17,20080717,2008,7,17,5,3,29,Thursday,July,false
2008-07-18,20080718,2008,7,18,6,3,29,Friday,July,false
2008-07-19,20080719,2008,7,19,7,3,29,Saturday,July,true
2008-07-20,20080720,2008,7,20,1,3,29,Sunday,July,true
2008-07-21,20080721,2008,7,21,2,3,30,Monday,July,false
2008-07-22,20080722,2008,7,22,3,3,30,Tuesday,July,false
2008-07-23,20080723,2008,7,23,4,3,30,Wednesday,July,false
2008-07-24,20080724,2008,7,24,5,3,30,Thursday,July,false
2008-07-25,20080725,2008,7,25,6,3,30,Friday,July,false
2008-07-26,20080726,2008,7,26,7,3,30,Saturday,July,true
2008-07-27,20080727,2008,7,27,1,3,30,Sunday,July,true
2008-07-28,20080728,2008,7,28,2,3,31,Monday,July,false
2008-07-29,20080729,2008,7,29,3,3,31,Tuesday,July,false
2008-07-30,20080730,2008,7,30,4,3,31,Wednesday,July,false
2008-07-31,20080731,2008,7,31,5,3,31,Thursday,July,false
2008-08-01,20080801,2008,8,1,6,3,31,Friday,August,false
2008-08-02,20080802,2008,8,2,7,3,31,Saturday,August,true
2008-08-03,20080803,2008,8,3,1,3,31,Sunday,August,true
2008-08-04,20080804,2008,8,4,2,3,32,Monday,August,false
2008-08-05,20080805,2008,8,5,3,3,32,Tuesday,August,false
2008-08-06,20080806,2008,8,6,4,3,32,Wednesday,August,false
2008-08-07,20080807,2008,8,7,5,3,32,Thursday,August,false
2008-08-08,20080808,2008,8,8,6,3,32,Friday,August,false
2008-08-09,20080809,2008,8,9,7,3,32,Saturday,August,true
2008-08-10,20080810,2008,8,10,1,3,32,Sunday,August,true
2008-08-11,20080811,2008,8,11,2,3,33,Monday,August,false
2008-08-12,20080812,2008,8,12,3,3,33,Tuesday,August,false
2008-08-13,20080813,2008,8,13,4,3,33,Wednesday,August,false
2008-08-14,20080814,2008,8,14,5,3,33,Thursday,August,false
2008-08-15,20080815,2008,8,15,6,3,33,Friday,August,false
2008-08-16,20080816,2008,8,16,7,3,33,Saturday,August,true
2008-08-17,20080817,2008,8,17,1,3,33,Sunday,August,true
