Date,DateKey,Year,Month,Day,DayOfWeek,Quarter,WeekOfYear,DayName,MonthName,IsWeekend
2009-10-11,20091011,2009,10,11,1,4,41,Sunday,October,true
2009-10-12,20091012,2009,10,12,2,4,42,Monday,October,false
2009-10-13,20091013,2009,10,13,3,4,42,Tuesday,October,false
2009-10-14,20091014,2009,10,14,4,4,42,Wednesday,October,false
2009-10-15,20091015,2009,10,15,5,4,42,Thursday,October,false
2009-10-16,20091016,2009,10,16,6,4,42,Friday,October,false
2009-10-17,20091017,2009,10,17,7,4,42,Saturday,October,true
2009-10-18,20091018,2009,10,18,1,4,42,Sunday,October,true
2009-10-19,20091019,2009,10,19,2,4,43,Monday,October,false
2009-10-20,20091020,2009,10,20,3,4,43,Tuesday,October,false
2009-10-21,20091021,2009,10,21,4,4,43,Wednesday,October,false
2009-10-22,20091022,2009,10,22,5,4,43,Thursday,October,false
2009-10-23,20091023,2009,10,23,6,4,43,Friday,October,false
2009-10-24,20091024,2009,10,24,7,4,43,Saturday,October,true
2009-10-25,20091025,2009,10,25,1,4,43,Sunday,October,true
2009-10-26,20091026,2009,10,26,2,4,44,Monday,October,false
2009-10-27,20091027,2009,10,27,3,4,44,Tuesday,October,false
2009-10-28,20091028,2009,10,28,4,4,44,Wednesday,October,false
2009-10-29,20091029,2009,10,29,5,4,44,Thursday,October,false
2009-10-30,20091030,2009,10,30,6,4,44,Friday,October,false
2009-10-31,20091031,2009,10,31,7,4,44,Saturday,October,true
2009-11-01,20091101,2009,11,1,1,4,44,Sunday,November,true
2009-11-02,20091102,2009,11,2,2,4,45,Monday,November,false
2009-11-03,20091103,2009,11,3,3,4,45,Tuesday,November,false
2009-11-04,20091104,2009,11,4,4,4,45,Wednesday,November,false
2009-11-05,20091105,2009,11,5,5,4,45,Thursday,November,false
2009-11-06,20091106,2009,11,6,6,4,45,Friday,November,false
2009-11-07,20091107,2009,11,7,7,4,45,Saturday,November,true
2009-11-08,20091108,2009,11,8,1,4,45,Sunday,November,true
2009-11-09,20091109,2009,11,9,2,4,46,Monday,November,false
2009-11-10,20091110,2009,11,10,3,4,46,Tuesday,November,false
2009-11-11,20091111,2009,11,11,4,4,46,Wednesday,November,false
2009-11-12,20091112,2009,11,12,5,4,46,Thursday,November,false
2009-11-13,20091113,2009,11,13,6,4,46,Friday,November,false
2009-11-14,20091114,2009,11,14,7,4,46,Saturday,November,true
2009-11-15,20091115,2009,11,15,1,4,46,Sunday,November,true
2009-11-16,20091116,2009,11,16,2,4,47,Monday,November,false
2009-11-17,20091117,2009,11,17,3,4,47,Tuesday,November,false
2009-11-18,20091118,2009,11,18,4,4,47,Wednesday,November,false
2009-11-19,20091119,2009,11,19,5,4,47,Thursday,November,false
2009-11-20,20091120,2009,11,20,6,4,47,Friday,November,false
2009-11-21,20091121,2009,11,21,7,4,47,Saturday,November,true
2009-11-22,20091122,2009,11,22,1,4,47,Sunday,November,true
2009-11-23,20091123,2009,11,23,2,4,48,Monday,November,false
2009-11-24,20091124,2009,11,24,3,4,48,Tuesday,November,false
2009-11-25,20091125,2009,11,25,4,4,48,Wednesday,November,false
2009-11-26,20091126,2009,11,26,5,4,48,Thursday,November,false
2009-11-27,20091127,2009,11,27,6,4,48,Friday,November,false
2009-11-28,20091128,2009,11,28,7,4,48,Saturday,November,true
2009-11-29,20091129,2009,11,29,1,4,48,Sunday,November,true
2009-11-30,20091130,2009,11,30,2,4,49,Monday,November,false
2009-12-01,20091201,2009,12,1,3,4,49,Tuesday,December,false
2009-12-02,20091202,2009,12,2,4,4,49,Wednesday,December,false
2009-12-03,20091203,2009,12,3,5,4,49,Thursday,December,false
2009-12-04,20091204,2009,12,4,6,4,49,Friday,December,false
2009-12-05,20091205,2009,12,5,7,4,49,Saturday,December,true
2009-12-06,20091206,2009,12,6,1,4,49,Sunday,December,true
2009-12-07,20091207,2009,12,7,2,4,50,Monday,December,false
2009-12-08,20091208,2009,12,8,3,4,50,Tuesday,December,false
2009-12-09,20091209,2009,12,9,4,4,50,Wednesday,December,false
2009-12-10,20091210,2009,12,10,5,4,50,Thursday,December,false
2009-12-11,20091211,2009,12,11,6,4,50,Friday,December,false
2009-12-12,20091212,2009,12,12,7,4,50,Saturday,December,true
2009-12-13,20091213,2009,12,13,1,4,50,Sunday,December,true
2009-12-14,20091214,2009,12,14,2,4,51,Monday,December,false
2009-12-15,20091215,2009,12,15,3,4,51,Tuesday,December,false
2009-12-16,20091216,2009,12,16,4,4,51,Wednesday,December,false
2009-12-17,20091217,2009,12,17,5,4,51,Thursday,December,false
2009-12-18,20091218,2009,12,18,6,4,51,Friday,December,false
2009-12-19,20091219,2009,12,19,7,4,51,Saturday,December,true
2009-12-20,20091220,2009,12,20,1,4,51,Sunday,December,true
2009-12-21,20091221,2009,12,21,2,4,52,Monday,December,false
2009-12-22,20091222,2009,12,22,3,4,52,Tuesday,December,false
2009-12-23,20091223,2009,12,23,4,4,52,Wednesday,December,false
2009-12-24,20091224,2009,12,24,5,4,52,Thursday,December,false
2009-12-25,20091225,2009,12,25,6,4,52,Friday,December,false
2009-12-26,20091226,2009,12,26,7,4,52,Saturday,December,true
2009-12-27,20091227,2009,12,27,1,4,52,Sunday,December,true
2009-12-28,20091228,2009,12,28,2,4,53,Monday,December,false
2009-12-29,20091229,2009,12,29,3,4,53,Tuesday,December,false
2009-12-30,20091230,2009,12,30,4,4,53,Wednesday,December,false
