Date,DateKey,Year,Month,Day,DayOfWeek,Quarter,WeekOfYear,DayName,MonthName,IsWeekend
2006-06-23,20060623,2006,6,23,6,2,25,Friday,June,false
2006-06-24,20060624,2006,6,24,7,2,25,Saturday,June,true
2006-06-25,20060625,2006,6,25,1,2,25,Sunday,June,true
2006-06-26,20060626,2006,6,26,2,2,26,Monday,June,false
2006-06-27,20060627,2006,6,27,3,2,26,Tuesday,June,false
2006-06-28,20060628,2006,6,28,4,2,26,Wednesday,June,false
2006-06-29,20060629,2006,6,29,5,2,26,Thursday,June,false
2006-06-30,20060630,2006,6,30,6,2,26,Friday,June,false
2006-07-01,20060701,2006,7,1,7,3,26,Saturday,July,true
2006-07-02,20060702,2006,7,2,1,3,26,Sunday,July,true
2006-07-03,20060703,2006,7,3,2,3,27,Monday,July,false
2006-07-04,20060704,2006,7,4,3,3,27,Tuesday,July,false
2006-07-05,20060705,2006,7,5,4,3,27,Wednesday,July,false
2006-07-06,20060706,2006,7,6,5,3,27,Thursday,July,false
2006-07-07,20060707,2006,7,7,6,3,27,Friday,July,false
2006-07-08,20060708,2006,7,8,7,3,27,Saturday,July,true
2006-07-09,20060709,2006,7,9,1,3,27,Sunday,July,true
2006-07-10,20060710,2006,7,10,2,3,28,Monday,July,false
2006-07-11,20060711,2006,7,11,3,3,28,Tuesday,July,false
2006-07-12,20060712,2006,7,12,4,3,28,Wednesday,July,false
2006-07-13,20060713,2006,7,13,5,3,28,Thursday,July,false
2006-07-14,20060714,2006,7,14,6,3,28,Friday,July,false
2006-07-15,20060715,2006,7,15,7,3,28,Saturday,July,true
2006-07-16,20060716,2006,7,16,1,3,28,Sunday,July,true
2006-07-17,20060717,2006,7,17,2,3,29,Monday,July,false
2006-07-18,20060718,2006,7,18,3,3,29,Tuesday,July,false
2006-07-19,20060719,2006,7,19,4,3,29,Wednesday,July,false
2006-07-20,20060720,2006,7,20,5,3,29,Thursday,July,false
2006-07-21,20060721,2006,7,21,6,3,29,Friday,July,false
2006-07-22,20060722,2006,7,22,7,3,29,Saturday,July,true
2006-07-23,20060723,2006,7,23,1,3,29,Sunday,July,true
2006-07-24,20060724,2006,7,24,2,3,30,Monday,July,false
2006-07-25,20060725,2006,7,25,3,3,30,Tuesday,July,false
2006-07-26,20060726,2006,7,26,4,3,30,Wednesday,July,false
2006-07-27,20060727,2006,7,27,5,3,30,Thursday,July,false
2006-07-28,20060728,2006,7,28,6,3,30,Friday,July,false
2006-07-29,20060729,2006,7,29,7,3,30,Saturday,July,true
2006-07-30,20060730,2006,7,30,1,3,30,Sunday,July,true
2006-07-31,20060731,2006,7,31,2,3,31,Monday,July,false
2006-08-01,20060801,2006,8,1,3,3,31,Tuesday,August,false
2006-08-02,20060802,2006,8,2,4,3,31,Wednesday,August,false
2006-08-03,20060803,2006,8,3,5,3,31,Thursday,August,false
2006-08-04,20060804,2006,8,4,6,3,31,Friday,August,false
2006-08-05,20060805,2006,8,5,7,3,31,Saturday,August,true
2006-08-06,20060806,2006,8,6,1,3,31,Sunday,August,true
2006-08-07,20060807,2006,8,7,2,3,32,Monday,August,false
2006-08-08,20060808,2006,8,8,3,3,32,Tuesday,August,false
2006-08-09,20060809,2006,8,9,4,3,32,Wednesday,August,false
2006-08-10,20060810,2006,8,10,5,3,32,Thursday,August,false
2006-08-11,20060811,2006,8,11,6,3,32,Friday,August,false
2006-08-12,20060812,2006,8,12,7,3,32,Saturday,August,true
2006-08-13,20060813,2006,8,13,1,3,32,Sunday,August,true
2006-08-14,20060814,2006,8,14,2,3,33,Monday,August,false
2006-08-15,20060815,2006,8,15,3,3,33,Tuesday,August,false
2006-08-16,20060816,2006,8,16,4,3,33,Wednesday,August,false
2006-08-17,20060817,2006,8,17,5,3,33,Thursday,August,false
2006-08-18,20060818,2006,8,18,6,3,33,Friday,August,false
2006-08-19,20060819,2006,8,19,7,3,33,Saturday,August,true
2006-08-20,20060820,2006,8,20,1,3,33,Sunday,August,true
2006-08-21,20060821,2006,8,21,2,3,34,Monday,August,false
2006-08-22,20060822,2006,8,22,3,3,34,Tuesday,August,false
2006-08-23,20060823,2006,8,23,4,3,34,Wednesday,August,false
2006-08-24,20060824,2006,8,24,5,3,34,Thursday,August,false
2006-08-25,20060825,2006,8,25,6,3,34,Friday,August,false
2006-08-26,20060826,2006,8,26,7,3,34,Saturday,August,true
2006-08-27,20060827,2006,8,27,1,3,34,Sunday,August,true
2006-08-28,20060828,2006,8,28,2,3,35,Monday,August,false
2006-08-29,20060829,2006,8,29,3,3,35,Tuesday,August,false
2006-08-30,20060830,2006,8,30,4,3,35,Wednesday,August,false
2006-08-31,20060831,2006,8,31,5,3,35,Thursday,August,false
2006-09-01,20060901,2006,9,1,6,3,35,Friday,September,false
2006-09-02,20060902,2006,9,2,7,3,35,Saturday,September,true
2006-09-03,20060903,2006,9,3,1,3,35,Sunday,September,true
2006-09-04,20060904,2006,9,4,2,3,36,Monday,September,false
2006-09-05,20060905,2006,9,5,3,3,36,Tuesday,September,false
2006-09-06,20060906,2006,9,6,4,3,36,Wednesday,September,false
2006-09-07,20060907,2006,9,7,5,3,36,Thursday,September,false
2006-09-08,20060908,2006,9,8,6,3,36,Friday,September,false
2006-09-09,20060909,2006,9,9,7,3,36,Saturday,September,true
2006-09-10,20060910,2006,9,10,1,3,36,Sunday,September,true
2006-09-11,20060911,2006,9,11,2,3,37,Monday,September,false
2006-09-12,20060912,2006,9,12,3,3,37,Tuesday,September,false
2006-09-13,20060913,2006,9,13,4,3,37,Wednesday,September,false
2006-09-14,20060914,2006,9,14,5,3,37,Thursday,September,false
2006-09-15,20060915,2006,9,15,6,3,37,Friday,September,false
2006-09-16,20060916,2006,9,16,7,3,37,Saturday,September,true
2006-09-17,20060917,2006,9,17,1,3,37,Sunday,September,true
2006-09-18,20060918,2006,9,18,2,3,38,Monday,September,false
2006-09-19,20060919,2006,9,19,3,3,38,Tuesday,September,false
2006-09-20,20060920,2006,9,20,4,3,38,Wednesday,September,false
2006-09-21,20060921,2006,9,21,5,3,38,Thursday,September,false
2006-09-22,20060922,2006,9,22,6,3,38,Friday,September,false
2006-09-23,20060923,2006,9,23,7,3,38,Saturday,September,true
2006-09-24,20060924,2006,9,24,1,3,38,Sunday,September,true
2006-09-25,20060925,2006,9,25,2,3,39,Monday,September,false
2006-09-26,20060926,2006,9,26,3,3,39,Tuesday,September,false
2006-09-27,20060927,2006,9,27,4,3,39,Wednesday,September,false
2006-09-28,20060928,2006,9,28,5,3,39,Thursday,September,false
2006-09-29,20060929,2006,9,29,6,3,39,Friday,September,false
2006-09-30,20060930,2006,9,30,7,3,39,Saturday,September,true
2006-10-01,20061001,2006,10,1,1,4,39,Sunday,October,true
2006-10-02,20061002,2006,10,2,2,4,40,Monday,October,false
2006-10-03,20061003,2006,10,3,3,4,40,Tuesday,October,false
2006-10-04,20061004,2006,10,4,4,4,40,Wednesday,October,false
2006-10-05,20061005,2006,10,5,5,4,40,Thursday,October,false
2006-10-06,20061006,2006,10,6,6,4,40,Friday,October,false
2006-10-07,20061007,2006,10,7,7,4,40,Saturday,October,true
2006-10-08,20061008,2006,10,8,1,4,40,Sunday,October,true
2006-10-09,20061009,2006,10,9,2,4,41,Monday,October,false
2006-10-10,20061010,2006,10,10,3,4,41,Tuesday,October,false
2006-10-11,20061011,2006,10,11,4,4,41,Wednesday,October,false
2006-10-12,20061012,2006,10,12,5,4,41,Thursday,October,false
2006-10-13,20061013,2006,10,13,6,4,41,Friday,October,false
2006-10-14,20061014,2006,10,14,7,4,41,Saturday,October,true
2006-10-15,20061015,2006,10,15,1,4,41,Sunday,October,true
2006-10-16,20061016,2006,10,16,2,4,42,Monday,October,false
2006-10-17,20061017,2006,10,17,3,4,42,Tuesday,October,false
2006-10-18,20061018,2006,10,18,4,4,42,Wednesday,October,false
2006-10-19,20061019,2006,10,19,5,4,42,Thursday,October,false
2006-10-20,20061020,2006,10,20,6,4,42,Friday,October,false
2006-10-21,20061021,2006,10,21,7,4,42,Saturday,October,true
2006-10-22,20061022,2006,10,22,1,4,42,Sunday,October,true
2006-10-23,20061023,2006,10,23,2,4,43,Monday,October,false
2006-10-24,20061024,2006,10,24,3,4,43,Tuesday,October,false
2006-10-25,20061025,2006,10,25,4,4,43,Wednesday,October,false
2006-10-26,20061026,2006,10,26,5,4,43,Thursday,October,false
2006-10-27,20061027,2006,10,27,6,4,43,Friday,October,false
2006-10-28,20061028,2006,10,28,7,4,43,Saturday,October,true
2006-10-29,20061029,2006,10,29,1,4,43,Sunday,October,true
2006-10-30,20061030,2006,10,30,2,4,44,Monday,October,false
2006-10-31,20061031,2006,10,31,3,4,44,Tuesday,October,false
2006-11-01,20061101,2006,11,1,4,4,44,Wednesday,November,false
2006-11-02,20061102,2006,11,2,5,4,44,Thursday,November,false
2006-11-03,20061103,2006,11,3,6,4,44,Friday,November,false
2006-11-04,20061104,2006,11,4,7,4,44,Saturday,November,true
2006-11-05,20061105,2006,11,5,1,4,44,Sunday,November,true
