Date,DateKey,Year,Month,Day,DayOfWeek,Quarter,WeekOfYear,DayName,MonthName,IsWeekend
2013-01-29,20130129,2013,1,29,3,1,5,Tuesday,January,false
2013-01-30,20130130,2013,1,30,4,1,5,Wednesday,January,false
2013-01-31,20130131,2013,1,31,5,1,5,Thursday,January,false
2013-02-01,20130201,2013,2,1,6,1,5,Friday,February,false
2013-02-02,20130202,2013,2,2,7,1,5,Saturday,February,true
2013-02-03,20130203,2013,2,3,1,1,5,Sunday,February,true
2013-02-04,20130204,2013,2,4,2,1,6,Monday,February,false
2013-02-05,20130205,2013,2,5,3,1,6,Tuesday,February,false
2013-02-06,20130206,2013,2,6,4,1,6,Wednesday,February,false
2013-02-07,20130207,2013,2,7,5,1,6,Thursday,February,false
2013-02-08,20130208,2013,2,8,6,1,6,Friday,February,false
2013-02-09,20130209,2013,2,9,7,1,6,Saturday,February,true
2013-02-10,20130210,2013,2,10,1,1,6,Sunday,February,true
2013-02-11,20130211,2013,2,11,2,1,7,Monday,February,false
2013-02-12,20130212,2013,2,12,3,1,7,Tuesday,February,false
2013-02-13,20130213,2013,2,13,4,1,7,Wednesday,February,false
2013-02-14,20130214,2013,2,14,5,1,7,Thursday,February,false
2013-02-15,20130215,2013,2,15,6,1,7,Friday,February,false
2013-02-16,20130216,2013,2,16,7,1,7,Saturday,February,true
2013-02-17,20130217,2013,2,17,1,1,7,Sunday,February,true
2013-02-18,20130218,2013,2,18,2,1,8,Monday,February,false
2013-02-19,20130219,2013,2,19,3,1,8,Tuesday,February,false
2013-02-20,20130220,2013,2,20,4,1,8,Wednesday,February,false
2013-02-21,20130221,2013,2,21,5,1,8,Thursday,February,false
2013-02-22,20130222,2013,2,22,6,1,8,Friday,February,false
2013-02-23,20130223,2013,2,23,7,1,8,Saturday,February,true
2013-02-24,20130224,2013,2,24,1,1,8,Sunday,February,true
2013-02-25,20130225,2013,2,25,2,1,9,Monday,February,false
2013-02-26,20130226,2013,2,26,3,1,9,Tuesday,February,false
2013-02-27,20130227,2013,2,27,4,1,9,Wednesday,February,false
2013-02-28,20130228,2013,2,28,5,1,9,Thursday,February,false
2013-03-01,20130301,2013,3,1,6,1,9,Friday,March,false
2013-03-02,20130302,2013,3,2,7,1,9,Saturday,March,true
2013-03-03,20130303,2013,3,3,1,1,9,Sunday,March,true
2013-03-04,20130304,2013,3,4,2,1,10,Monday,March,false
2013-03-05,20130305,2013,3,5,3,1,10,Tuesday,March,false
2013-03-06,20130306,2013,3,6,4,1,10,Wednesday,March,false
2013-03-07,20130307,2013,3,7,5,1,10,Thursday,March,false
2013-03-08,20130308,2013,3,8,6,1,10,Friday,March,false
2013-03-09,20130309,2013,3,9,7,1,10,Saturday,March,true
2013-03-10,20130310,2013,3,10,1,1,10,Sunday,March,true
2013-03-11,20130311,2013,3,11,2,1,11,Monday,March,false
2013-03-12,20130312,2013,3,12,3,1,11,Tuesday,March,false
2013-03-13,20130313,2013,3,13,4,1,11,Wednesday,March,false
2013-03-14,20130314,2013,3,14,5,1,11,Thursday,March,false
2013-03-15,20130315,2013,3,15,6,1,11,Friday,March,false
2013-03-16,20130316,2013,3,16,7,1,11,Saturday,March,true
2013-03-17,20130317,2013,3,17,1,1,11,Sunday,March,true
2013-03-18,20130318,2013,3,18,2,1,12,Monday,March,false
2013-03-19,20130319,2013,3,19,3,1,12,Tuesday,March,false
2013-03-20,20130320,2013,3,20,4,1,12,Wednesday,March,false
2013-03-21,20130321,2013,3,21,5,1,12,Thursday,March,false
2013-03-22,20130322,2013,3,22,6,1,12,Friday,March,false
2013-03-23,20130323,2013,3,23,7,1,12,Saturday,March,true
2013-03-24,20130324,2013,3,24,1,1,12,Sunday,March,true
2013-03-25,20130325,2013,3,25,2,1,13,Monday,March,false
2013-03-26,20130326,2013,3,26,3,1,13,Tuesday,March,false
2013-03-27,20130327,2013,3,27,4,1,13,Wednesday,March,false
2013-03-28,20130328,2013,3,28,5,1,13,Thursday,March,false
2013-03-29,20130329,2013,3,29,6,1,13,Friday,March,false
2013-03-30,20130330,2013,3,30,7,1,13,Saturday,March,true
2013-03-31,20130331,2013,3,31,1,1,13,Sunday,March,true
2013-04-01,20130401,2013,4,1,2,2,14,Monday,April,false
2013-04-02,20130402,2013,4,2,3,2,14,Tuesday,April,false
2013-04-03,20130403,2013,4,3,4,2,14,Wednesday,April,false
2013-04-04,20130404,2013,4,4,5,2,14,Thursday,April,false
2013-04-05,20130405,2013,4,5,6,2,14,Friday,April,false
2013-04-06,20130406,2013,4,6,7,2,14,Saturday,April,true
2013-04-07,20130407,2013,4,7,1,2,14,Sunday,April,true
2013-04-08,20130408,2013,4,8,2,2,15,Monday,April,false
2013-04-09,20130409,2013,4,9,3,2,15,Tuesday,April,false
2013-04-10,20130410,2013,4,10,4,2,15,Wednesday,April,false
2013-04-11,20130411,2013,4,11,5,2,15,Thursday,April,false
2013-04-12,20130412,2013,4,12,6,2,15,Friday,April,false
2013-04-13,20130413,2013,4,13,7,2,15,Saturday,April,true
2013-04-14,20130414,2013,4,14,1,2,15,Sunday,April,true
2013-04-15,20130415,2013,4,15,2,2,16,Monday,April,false
2013-04-16,20130416,2013,4,16,3,2,16,Tuesday,April,false
2013-04-17,20130417,2013,4,17,4,2,16,Wednesday,April,false
2013-04-18,20130418,2013,4,18,5,2,16,Thursday,April,false
2013-04-19,20130419,2013,4,19,6,2,16,Friday,April,false
2013-04-20,20130420,2013,4,20,7,2,16,Saturday,April,true
2013-04-21,20130421,2013,4,21,1,2,16,Sunday,April,true
2013-04-22,20130422,2013,4,22,2,2,17,Monday,April,false
2013-04-23,20130423,2013,4,23,3,2,17,Tuesday,April,false
2013-04-24,20130424,2013,4,24,4,2,17,Wednesday,April,false
2013-04-25,20130425,2013,4,25,5,2,17,Thursday,April,false
2013-04-26,20130426,2013,4,26,6,2,17,Friday,April,false
2013-04-27,20130427,2013,4,27,7,2,17,Saturday,April,true
2013-04-28,20130428,2013,4,28,1,2,17,Sunday,April,true
2013-04-29,20130429,2013,4,29,2,2,18,Monday,April,false
2013-04-30,20130430,2013,4,30,3,2,18,Tuesday,April,false
2013-05-01,20130501,2013,5,1,4,2,18,Wednesday,May,false
2013-05-02,20130502,2013,5,2,5,2,18,Thursday,May,false
2013-05-03,20130503,2013,5,3,6,2,18,Friday,May,false
2013-05-04,20130504,2013,5,4,7,2,18,Saturday,May,true
2013-05-05,20130505,2013,5,5,1,2,18,Sunday,May,true
2013-05-06,20130506,2013,5,6,2,2,19,Monday,May,false
2013-05-07,20130507,2013,5,7,3,2,19,Tuesday,May,false
2013-05-08,20130508,2013,5,8,4,2,19,Wednesday,May,false
2013-05-09,20130509,2013,5,9,5,2,19,Thursday,May,false
2013-05-10,20130510,2013,5,10,6,2,19,Friday,May,false
2013-05-11,20130511,2013,5,11,7,2,19,Saturday,May,true
2013-05-12,20130512,2013,5,12,1,2,19,Sunday,May,true
2013-05-13,20130513,2013,5,13,2,2,20,Monday,May,false
2013-05-14,20130514,2013,5,14,3,2,20,Tuesday,May,false
2013-05-15,20130515,2013,5,15,4,2,20,Wednesday,May,false
2013-05-16,20130516,2013,5,16,5,2,20,Thursday,May,false
2013-05-17,20130517,2013,5,17,6,2,20,Friday,May,false
2013-05-18,20130518,2013,5,18,7,2,20,Saturday,May,true
2013-05-19,20130519,2013,5,19,1,2,20,Sunday,May,true
2013-05-20,20130520,2013,5,20,2,2,21,Monday,May,false
2013-05-21,20130521,2013,5,21,3,2,21,Tuesday,May,false
2013-05-22,20130522,2013,5,22,4,2,21,Wednesday,May,false
2013-05-23,20130523,2013,5,23,5,2,21,Thursday,May,false
2013-05-24,20130524,2013,5,24,6,2,21,Friday,May,false
2013-05-25,20130525,2013,5,25,7,2,21,Saturday,May,true
2013-05-26,20130526,2013,5,26,1,2,21,Sunday,May,true
2013-05-27,20130527,2013,5,27,2,2,22,Monday,May,false
2013-05-28,20130528,2013,5,28,3,2,22,Tuesday,May,false
2013-05-29,20130529,2013,5,29,4,2,22,Wednesday,May,false
2013-05-30,20130530,2013,5,30,5,2,22,Thursday,May,false
2013-05-31,20130531,2013,5,31,6,2,22,Friday,May,false
2013-06-01,20130601,2013,6,1,7,2,22,Saturday,June,true
2013-06-02,20130602,2013,6,2,1,2,22,Sunday,June,true
2013-06-03,20130603,2013,6,3,2,2,23,Monday,June,false
2013-06-04,20130604,2013,6,4,3,2,23,Tuesday,June,false
2013-06-05,20130605,2013,6,5,4,2,23,Wednesday,June,false
2013-06-06,20130606,2013,6,6,5,2,23,Thursday,June,false
2013-06-07,20130607,2013,6,7,6,2,23,Friday,June,false
2013-06-08,20130608,2013,6,8,7,2,23,Saturday,June,true
2013-06-09,20130609,2013,6,9,1,2,23,Sunday,June,true
2013-06-10,20130610,2013,6,10,2,2,24,Monday,June,false
2013-06-11,20130611,2013,6,11,3,2,24,Tuesday,June,false
2013-06-12,20130612,2013,6,12,4,2,24,Wednesday,June,false
2013-06-13,20130613,2013,6,13,5,2,24,Thursday,June,false
2013-06-14,20130614,2013,6,14,6,2,24,Friday,June,false
2013-06-15,20130615,2013,6,15,7,2,24,Saturday,June,true
2013-06-16,20130616,2013,6,16,1,2,24,Sunday,June,true
2013-06-17,20130617,2013,6,17,2,2,25,Monday,June,false
2013-06-18,20130618,2013,6,18,3,2,25,Tuesday,June,false
2013-06-19,20130619,2013,6,19,4,2,25,Wednesday,June,false
2013-06-20,20130620,2013,6,20,5,2,25,Thursday,June,false
2013-06-21,20130621,2013,6,21,6,2,25,Friday,June,false
2013-06-22,20130622,2013,6,22,7,2,25,Saturday,June,true
2013-06-23,20130623,2013,6,23,1,2,25,Sunday,June,true
2013-06-24,20130624,2013,6,24,2,2,26,Monday,June,false
2013-06-25,20130625,2013,6,25,3,2,26,Tuesday,June,false
2013-06-26,20130626,2013,6,26,4,2,26,Wednesday,June,false
2013-06-27,20130627,2013,6,27,5,2,26,Thursday,June,false
2013-06-28,20130628,2013,6,28,6,2,26,Friday,June,false
2013-06-29,20130629,2013,6,29,7,2,26,Saturday,June,true
2013-06-30,20130630,2013,6,30,1,2,26,Sunday,June,true
2013-07-01,20130701,2013,7,1,2,3,27,Monday,July,false
2013-07-02,20130702,2013,7,2,3,3,27,Tuesday,July,false
2013-07-03,20130703,2013,7,3,4,3,27,Wednesday,July,false
2013-07-04,20130704,2013,7,4,5,3,27,Thursday,July,false
2013-07-05,20130705,2013,7,5,6,3,27,Friday,July,false
2013-07-06,20130706,2013,7,6,7,3,27,Saturday,July,true
2013-07-07,20130707,2013,7,7,1,3,27,Sunday,July,true
2013-07-08,20130708,2013,7,8,2,3,28,Monday,July,false
2013-07-09,20130709,2013,7,9,3,3,28,Tuesday,July,false
2013-07-10,20130710,2013,7,10,4,3,28,Wednesday,July,false
2013-07-11,20130711,2013,7,11,5,3,28,Thursday,July,false
2013-07-12,20130712,2013,7,12,6,3,28,Friday,July,false
2013-07-13,20130713,2013,7,13,7,3,28,Saturday,July,true
2013-07-14,20130714,2013,7,14,1,3,28,Sunday,July,true
