Date,DateKey,Year,Month,Day,DayOfWeek,Quarter,WeekOfYear,DayName,MonthName,IsWeekend
2014-03-07,20140307,2014,3,7,6,1,10,Friday,March,false
2014-03-08,20140308,2014,3,8,7,1,10,Saturday,March,true
2014-03-09,20140309,2014,3,9,1,1,10,Sunday,March,true
2014-03-10,20140310,2014,3,10,2,1,11,Monday,March,false
2014-03-11,20140311,2014,3,11,3,1,11,Tuesday,March,false
2014-03-12,20140312,2014,3,12,4,1,11,Wednesday,March,false
2014-03-13,20140313,2014,3,13,5,1,11,Thursday,March,false
2014-03-14,20140314,2014,3,14,6,1,11,Friday,March,false
2014-03-15,20140315,2014,3,15,7,1,11,Saturday,March,true
2014-03-16,20140316,2014,3,16,1,1,11,Sunday,March,true
2014-03-17,20140317,2014,3,17,2,1,12,Monday,March,false
2014-03-18,20140318,2014,3,18,3,1,12,Tuesday,March,false
2014-03-19,20140319,2014,3,19,4,1,12,Wednesday,March,false
2014-03-20,20140320,2014,3,20,5,1,12,Thursday,March,false
2014-03-21,20140321,2014,3,21,6,1,12,Friday,March,false
2014-03-22,20140322,2014,3,22,7,1,12,Saturday,March,true
2014-03-23,20140323,2014,3,23,1,1,12,Sunday,March,true
2014-03-24,20140324,2014,3,24,2,1,13,Monday,March,false
2014-03-25,20140325,2014,3,25,3,1,13,Tuesday,March,false
2014-03-26,20140326,2014,3,26,4,1,13,Wednesday,March,false
2014-03-27,20140327,2014,3,27,5,1,13,Thursday,March,false
2014-03-28,20140328,2014,3,28,6,1,13,Friday,March,false
2014-03-29,20140329,2014,3,29,7,1,13,Saturday,March,true
2014-03-30,20140330,2014,3,30,1,1,13,Sunday,March,true
2014-03-31,20140331,2014,3,31,2,1,14,Monday,March,false
2014-04-01,20140401,2014,4,1,3,2,14,Tuesday,April,false
2014-04-02,20140402,2014,4,2,4,2,14,Wednesday,April,false
2014-04-03,20140403,2014,4,3,5,2,14,Thursday,April,false
2014-04-04,20140404,2014,4,4,6,2,14,Friday,April,false
2014-04-05,20140405,2014,4,5,7,2,14,Saturday,April,true
2014-04-06,20140406,2014,4,6,1,2,14,Sunday,April,true
2014-04-07,20140407,2014,4,7,2,2,15,Monday,April,false
2014-04-08,20140408,2014,4,8,3,2,15,Tuesday,April,false
2014-04-09,20140409,2014,4,9,4,2,15,Wednesday,April,false
2014-04-10,20140410,2014,4,10,5,2,15,Thursday,April,false
2014-04-11,20140411,2014,4,11,6,2,15,Friday,April,false
2014-04-12,20140412,2014,4,12,7,2,15,Saturday,April,true
2014-04-13,20140413,2014,4,13,1,2,15,Sunday,April,true
2014-04-14,20140414,2014,4,14,2,2,16,Monday,April,false
2014-04-15,20140415,2014,4,15,3,2,16,Tuesday,April,false
2014-04-16,20140416,2014,4,16,4,2,16,Wednesday,April,false
2014-04-17,20140417,2014,4,17,5,2,16,Thursday,April,false
2014-04-18,20140418,2014,4,18,6,2,16,Friday,April,false
2014-04-19,20140419,2014,4,19,7,2,16,Saturday,April,true
2014-04-20,20140420,2014,4,20,1,2,16,Sunday,April,true
2014-04-21,20140421,2014,4,21,2,2,17,Monday,April,false
2014-04-22,20140422,2014,4,22,3,2,17,Tuesday,April,false
2014-04-23,20140423,2014,4,23,4,2,17,Wednesday,April,false
2014-04-24,20140424,2014,4,24,5,2,17,Thursday,April,false
2014-04-25,20140425,2014,4,25,6,2,17,Friday,April,false
2014-04-26,20140426,2014,4,26,7,2,17,Saturday,April,true
2014-04-27,20140427,2014,4,27,1,2,17,Sunday,April,true
2014-04-28,20140428,2014,4,28,2,2,18,Monday,April,false
2014-04-29,20140429,2014,4,29,3,2,18,Tuesday,April,false
2014-04-30,20140430,2014,4,30,4,2,18,Wednesday,April,false
2014-05-01,20140501,2014,5,1,5,2,18,Thursday,May,false
2014-05-02,20140502,2014,5,2,6,2,18,Friday,May,false
2014-05-03,20140503,2014,5,3,7,2,18,Saturday,May,true
2014-05-04,20140504,2014,5,4,1,2,18,Sunday,May,true
2014-05-05,20140505,2014,5,5,2,2,19,Monday,May,false
2014-05-06,20140506,2014,5,6,3,2,19,Tuesday,May,false
2014-05-07,20140507,2014,5,7,4,2,19,Wednesday,May,false
2014-05-08,20140508,2014,5,8,5,2,19,Thursday,May,false
2014-05-09,20140509,2014,5,9,6,2,19,Friday,May,false
2014-05-10,20140510,2014,5,10,7,2,19,Saturday,May,true
2014-05-11,20140511,2014,5,11,1,2,19,Sunday,May,true
2014-05-12,20140512,2014,5,12,2,2,20,Monday,May,false
2014-05-13,20140513,2014,5,13,3,2,20,Tuesday,May,false
2014-05-14,20140514,2014,5,14,4,2,20,Wednesday,May,false
2014-05-15,20140515,2014,5,15,5,2,20,Thursday,May,false
2014-05-16,20140516,2014,5,16,6,2,20,Friday,May,false
2014-05-17,20140517,2014,5,17,7,2,20,Saturday,May,true
2014-05-18,20140518,2014,5,18,1,2,20,Sunday,May,true
2014-05-19,20140519,2014,5,19,2,2,21,Monday,May,false
2014-05-20,20140520,2014,5,20,3,2,21,Tuesday,May,false
2014-05-21,20140521,2014,5,21,4,2,21,Wednesday,May,false
2014-05-22,20140522,2014,5,22,5,2,21,Thursday,May,false
2014-05-23,20140523,2014,5,23,6,2,21,Friday,May,false
2014-05-24,20140524,2014,5,24,7,2,21,Saturday,May,true
2014-05-25,20140525,2014,5,25,1,2,21,Sunday,May,true
2014-05-26,20140526,2014,5,26,2,2,22,Monday,May,false
2014-05-27,20140527,2014,5,27,3,2,22,Tuesday,May,false
2014-05-28,20140528,2014,5,28,4,2,22,Wednesday,May,false
2014-05-29,20140529,2014,5,29,5,2,22,Thursday,May,false
2014-05-30,20140530,2014,5,30,6,2,22,Friday,May,false
2014-05-31,20140531,2014,5,31,7,2,22,Saturday,May,true
2014-06-01,20140601,2014,6,1,1,2,22,Sunday,June,true
2014-06-02,20140602,2014,6,2,2,2,23,Monday,June,false
2014-06-03,20140603,2014,6,3,3,2,23,Tuesday,June,false
2014-06-04,20140604,2014,6,4,4,2,23,Wednesday,June,false
2014-06-05,20140605,2014,6,5,5,2,23,Thursday,June,false
2014-06-06,20140606,2014,6,6,6,2,23,Friday,June,false
2014-06-07,20140607,2014,6,7,7,2,23,Saturday,June,true
2014-06-08,20140608,2014,6,8,1,2,23,Sunday,June,true
2014-06-09,20140609,2014,6,9,2,2,24,Monday,June,false
2014-06-10,20140610,2014,6,10,3,2,24,Tuesday,June,false
2014-06-11,20140611,2014,6,11,4,2,24,Wednesday,June,false
2014-06-12,20140612,2014,6,12,5,2,24,Thursday,June,false
2014-06-13,20140613,2014,6,13,6,2,24,Friday,June,false
2014-06-14,20140614,2014,6,14,7,2,24,Saturday,June,true
2014-06-15,20140615,2014,6,15,1,2,24,Sunday,June,true
2014-06-16,20140616,2014,6,16,2,2,25,Monday,June,false
2014-06-17,20140617,2014,6,17,3,2,25,Tuesday,June,false
2014-06-18,20140618,2014,6,18,4,2,25,Wednesday,June,false
2014-06-19,20140619,2014,6,19,5,2,25,Thursday,June,false
2014-06-20,20140620,2014,6,20,6,2,25,Friday,June,false
2014-06-21,20140621,2014,6,21,7,2,25,Saturday,June,true
2014-06-22,20140622,2014,6,22,1,2,25,Sunday,June,true
2014-06-23,20140623,2014,6,23,2,2,26,Monday,June,false
2014-06-24,20140624,2014,6,24,3,2,26,Tuesday,June,false
2014-06-25,20140625,2014,6,25,4,2,26,Wednesday,June,false
2014-06-26,20140626,2014,6,26,5,2,26,Thursday,June,false
2014-06-27,20140627,2014,6,27,6,2,26,Friday,June,false
2014-06-28,20140628,2014,6,28,7,2,26,Saturday,June,true
2014-06-29,20140629,2014,6,29,1,2,26,Sunday,June,true
2014-06-30,20140630,2014,6,30,2,2,27,Monday,June,false
2014-07-01,20140701,2014,7,1,3,3,27,Tuesday,July,false
2014-07-02,20140702,2014,7,2,4,3,27,Wednesday,July,false
2014-07-03,20140703,2014,7,3,5,3,27,Thursday,July,false
2014-07-04,20140704,2014,7,4,6,3,27,Friday,July,false
2014-07-05,20140705,2014,7,5,7,3,27,Saturday,July,true
2014-07-06,20140706,2014,7,6,1,3,27,Sunday,July,true
2014-07-07,20140707,2014,7,7,2,3,28,Monday,July,false
2014-07-08,20140708,2014,7,8,3,3,28,Tuesday,July,false
2014-07-09,20140709,2014,7,9,4,3,28,Wednesday,July,false
2014-07-10,20140710,2014,7,10,5,3,28,Thursday,July,false
2014-07-11,20140711,2014,7,11,6,3,28,Friday,July,false
2014-07-12,20140712,2014,7,12,7,3,28,Saturday,July,true
2014-07-13,20140713,2014,7,13,1,3,28,Sunday,July,true
2014-07-14,20140714,2014,7,14,2,3,29,Monday,July,false
2014-07-15,20140715,2014,7,15,3,3,29,Tuesday,July,false
2014-07-16,20140716,2014,7,16,4,3,29,Wednesday,July,false
2014-07-17,20140717,2014,7,17,5,3,29,Thursday,July,false
2014-07-18,20140718,2014,7,18,6,3,29,Friday,July,false
2014-07-19,20140719,2014,7,19,7,3,29,Saturday,July,true
2014-07-20,20140720,2014,7,20,1,3,29,Sunday,July,true
2014-07-21,20140721,2014,7,21,2,3,30,Monday,July,false
2014-07-22,20140722,2014,7,22,3,3,30,Tuesday,July,false
2014-07-23,20140723,2014,7,23,4,3,30,Wednesday,July,false
2014-07-24,20140724,2014,7,24,5,3,30,Thursday,July,false
2014-07-25,20140725,2014,7,25,6,3,30,Friday,July,false
2014-07-26,20140726,2014,7,26,7,3,30,Saturday,July,true
2014-07-27,20140727,2014,7,27,1,3,30,Sunday,July,true
2014-07-28,20140728,2014,7,28,2,3,31,Monday,July,false
2014-07-29,20140729,2014,7,29,3,3,31,Tuesday,July,false
2014-07-30,20140730,2014,7,30,4,3,31,Wednesday,July,false
2014-07-31,20140731,2014,7,31,5,3,31,Thursday,July,false
2014-08-01,20140801,2014,8,1,6,3,31,Friday,August,false
2014-08-02,20140802,2014,8,2,7,3,31,Saturday,August,true
2014-08-03,20140803,2014,8,3,1,3,31,Sunday,August,true
2014-08-04,20140804,2014,8,4,2,3,32,Monday,August,false
2014-08-05,20140805,2014,8,5,3,3,32,Tuesday,August,false
2014-08-06,20140806,2014,8,6,4,3,32,Wednesday,August,false
2014-08-07,20140807,2014,8,7,5,3,32,Thursday,August,false
2014-08-08,20140808,2014,8,8,6,3,32,Friday,August,false
2014-08-09,20140809,2014,8,9,7,3,32,Saturday,August,true
2014-08-10,20140810,2014,8,10,1,3,32,Sunday,August,true
2014-08-11,20140811,2014,8,11,2,3,33,Monday,August,false
