Date,DateKey,Year,Month,Day,DayOfWeek,Quarter,WeekOfYear,DayName,MonthName,IsWeekend
2013-08-18,20130818,2013,8,18,1,3,33,Sunday,August,true
2013-08-19,20130819,2013,8,19,2,3,34,Monday,August,false
2013-08-20,20130820,2013,8,20,3,3,34,Tuesday,August,false
2013-08-21,20130821,2013,8,21,4,3,34,Wednesday,August,false
2013-08-22,20130822,2013,8,22,5,3,34,Thursday,August,false
2013-08-23,20130823,2013,8,23,6,3,34,Friday,August,false
2013-08-24,20130824,2013,8,24,7,3,34,Saturday,August,true
2013-08-25,20130825,2013,8,25,1,3,34,Sunday,August,true
2013-08-26,20130826,2013,8,26,2,3,35,Monday,August,false
2013-08-27,20130827,2013,8,27,3,3,35,Tuesday,August,false
2013-08-28,20130828,2013,8,28,4,3,35,Wednesday,August,false
2013-08-29,20130829,2013,8,29,5,3,35,Thursday,August,false
2013-08-30,20130830,2013,8,30,6,3,35,Friday,August,false
2013-08-31,20130831,2013,8,31,7,3,35,Saturday,August,true
2013-09-01,20130901,2013,9,1,1,3,35,Sunday,September,true
2013-09-02,20130902,2013,9,2,2,3,36,Monday,September,false
2013-09-03,20130903,2013,9,3,3,3,36,Tuesday,September,false
2013-09-04,20130904,2013,9,4,4,3,36,Wednesday,September,false
2013-09-05,20130905,2013,9,5,5,3,36,Thursday,September,false
2013-09-06,20130906,2013,9,6,6,3,36,Friday,September,false
2013-09-07,20130907,2013,9,7,7,3,36,Saturday,September,true
2013-09-08,20130908,2013,9,8,1,3,36,Sunday,September,true
2013-09-09,20130909,2013,9,9,2,3,37,Monday,September,false
2013-09-10,20130910,2013,9,10,3,3,37,Tuesday,September,false
2013-09-11,20130911,2013,9,11,4,3,37,Wednesday,September,false
2013-09-12,20130912,2013,9,12,5,3,37,Thursday,September,false
2013-09-13,20130913,2013,9,13,6,3,37,Friday,September,false
2013-09-14,20130914,2013,9,14,7,3,37,Saturday,September,true
2013-09-15,20130915,2013,9,15,1,3,37,Sunday,September,true
2013-09-16,20130916,2013,9,16,2,3,38,Monday,September,false
2013-09-17,20130917,2013,9,17,3,3,38,Tuesday,September,false
2013-09-18,20130918,2013,9,18,4,3,38,Wednesday,September,false
2013-09-19,20130919,2013,9,19,5,3,38,Thursday,September,false
2013-09-20,20130920,2013,9,20,6,3,38,Friday,September,false
2013-09-21,20130921,2013,9,21,7,3,38,Saturday,September,true
2013-09-22,20130922,2013,9,22,1,3,38,Sunday,September,true
2013-09-23,20130923,2013,9,23,2,3,39,Monday,September,false
2013-09-24,20130924,2013,9,24,3,3,39,Tuesday,September,false
2013-09-25,20130925,2013,9,25,4,3,39,Wednesday,September,false
2013-09-26,20130926,2013,9,26,5,3,39,Thursday,September,false
2013-09-27,20130927,2013,9,27,6,3,39,Friday,September,false
2013-09-28,20130928,2013,9,28,7,3,39,Saturday,September,true
2013-09-29,20130929,2013,9,29,1,3,39,Sunday,September,true
2013-09-30,20130930,2013,9,30,2,3,40,Monday,September,false
2013-10-01,20131001,2013,10,1,3,4,40,Tuesday,October,false
2013-10-02,20131002,2013,10,2,4,4,40,Wednesday,October,false
2013-10-03,20131003,2013,10,3,5,4,40,Thursday,October,false
2013-10-04,20131004,2013,10,4,6,4,40,Friday,October,false
2013-10-05,20131005,2013,10,5,7,4,40,Saturday,October,true
2013-10-06,20131006,2013,10,6,1,4,40,Sunday,October,true
2013-10-07,20131007,2013,10,7,2,4,41,Monday,October,false
2013-10-08,20131008,2013,10,8,3,4,41,Tuesday,October,false
2013-10-09,20131009,2013,10,9,4,4,41,Wednesday,October,false
2013-10-10,20131010,2013,10,10,5,4,41,Thursday,October,false
2013-10-11,20131011,2013,10,11,6,4,41,Friday,October,false
2013-10-12,20131012,2013,10,12,7,4,41,Saturday,October,true
2013-10-13,20131013,2013,10,13,1,4,41,Sunday,October,true
2013-10-14,20131014,2013,10,14,2,4,42,Monday,October,false
2013-10-15,20131015,2013,10,15,3,4,42,Tuesday,October,false
2013-10-16,20131016,2013,10,16,4,4,42,Wednesday,October,false
2013-10-17,20131017,2013,10,17,5,4,42,Thursday,October,false
2013-10-18,20131018,2013,10,18,6,4,42,Friday,October,false
2013-10-19,20131019,2013,10,19,7,4,42,Saturday,October,true
2013-10-20,20131020,2013,10,20,1,4,42,Sunday,October,true
2013-10-21,20131021,2013,10,21,2,4,43,Monday,October,false
2013-10-22,20131022,2013,10,22,3,4,43,Tuesday,October,false
2013-10-23,20131023,2013,10,23,4,4,43,Wednesday,October,false
2013-10-24,20131024,2013,10,24,5,4,43,Thursday,October,false
2013-10-25,20131025,2013,10,25,6,4,43,Friday,October,false
2013-10-26,20131026,2013,10,26,7,4,43,Saturday,October,true
2013-10-27,20131027,2013,10,27,1,4,43,Sunday,October,true
2013-10-28,20131028,2013,10,28,2,4,44,Monday,October,false
2013-10-29,20131029,2013,10,29,3,4,44,Tuesday,October,false
2013-10-30,20131030,2013,10,30,4,4,44,Wednesday,October,false
2013-10-31,20131031,2013,10,31,5,4,44,Thursday,October,false
2013-11-01,20131101,2013,11,1,6,4,44,Friday,November,false
2013-11-02,20131102,2013,11,2,7,4,44,Saturday,November,true
2013-11-03,20131103,2013,11,3,1,4,44,Sunday,November,true
2013-11-04,20131104,2013,11,4,2,4,45,Monday,November,false
2013-11-05,20131105,2013,11,5,3,4,45,Tuesday,November,false
2013-11-06,20131106,2013,11,6,4,4,45,Wednesday,November,false
2013-11-07,20131107,2013,11,7,5,4,45,Thursday,November,false
2013-11-08,20131108,2013,11,8,6,4,45,Friday,November,false
2013-11-09,20131109,2013,11,9,7,4,45,Saturday,November,true
2013-11-10,20131110,2013,11,10,1,4,45,Sunday,November,true
2013-11-11,20131111,2013,11,11,2,4,46,Monday,November,false
2013-11-12,20131112,2013,11,12,3,4,46,Tuesday,November,false
2013-11-13,20131113,2013,11,13,4,4,46,Wednesday,November,false
2013-11-14,20131114,2013,11,14,5,4,46,Thursday,November,false
2013-11-15,20131115,2013,11,15,6,4,46,Friday,November,false
2013-11-16,20131116,2013,11,16,7,4,46,Saturday,November,true
2013-11-17,20131117,2013,11,17,1,4,46,Sunday,November,true
2013-11-18,20131118,2013,11,18,2,4,47,Monday,November,false
2013-11-19,20131119,2013,11,19,3,4,47,Tuesday,November,false
2013-11-20,20131120,2013,11,20,4,4,47,Wednesday,November,false
2013-11-21,20131121,2013,11,21,5,4,47,Thursday,November,false
2013-11-22,20131122,2013,11,22,6,4,47,Friday,November,false
