Date,DateKey,Year,Month,Day,DayOfWeek,Quarter,WeekOfYear,DayName,MonthName,IsWeekend
2010-11-17,20101117,2010,11,17,4,4,46,Wednesday,November,false
2010-11-18,20101118,2010,11,18,5,4,46,Thursday,November,false
2010-11-19,20101119,2010,11,19,6,4,46,Friday,November,false
2010-11-20,20101120,2010,11,20,7,4,46,Saturday,November,true
2010-11-21,20101121,2010,11,21,1,4,46,Sunday,November,true
2010-11-22,20101122,2010,11,22,2,4,47,Monday,November,false
2010-11-23,20101123,2010,11,23,3,4,47,Tuesday,November,false
2010-11-24,20101124,2010,11,24,4,4,47,Wednesday,November,false
2010-11-25,20101125,2010,11,25,5,4,47,Thursday,November,false
2010-11-26,20101126,2010,11,26,6,4,47,Friday,November,false
2010-11-27,20101127,2010,11,27,7,4,47,Saturday,November,true
2010-11-28,20101128,2010,11,28,1,4,47,Sunday,November,true
2010-11-29,20101129,2010,11,29,2,4,48,Monday,November,false
2010-11-30,20101130,2010,11,30,3,4,48,Tuesday,November,false
2010-12-01,20101201,2010,12,1,4,4,48,Wednesday,December,false
2010-12-02,20101202,2010,12,2,5,4,48,Thursday,December,false
2010-12-03,20101203,2010,12,3,6,4,48,Friday,December,false
2010-12-04,20101204,2010,12,4,7,4,48,Saturday,December,true
2010-12-05,20101205,2010,12,5,1,4,48,Sunday,December,true
2010-12-06,20101206,2010,12,6,2,4,49,Monday,December,false
2010-12-07,20101207,2010,12,7,3,4,49,Tuesday,December,false
2010-12-08,20101208,2010,12,8,4,4,49,Wednesday,December,false
2010-12-09,20101209,2010,12,9,5,4,49,Thursday,December,false
2010-12-10,20101210,2010,12,10,6,4,49,Friday,December,false
2010-12-11,20101211,2010,12,11,7,4,49,Saturday,December,true
2010-12-12,20101212,2010,12,12,1,4,49,Sunday,December,true
2010-12-13,20101213,2010,12,13,2,4,50,Monday,December,false
2010-12-14,20101214,2010,12,14,3,4,50,Tuesday,December,false
2010-12-15,20101215,2010,12,15,4,4,50,Wednesday,December,false
2010-12-16,20101216,2010,12,16,5,4,50,Thursday,December,false
2010-12-17,20101217,2010,12,17,6,4,50,Friday,December,false
2010-12-18,20101218,2010,12,18,7,4,50,Saturday,December,true
2010-12-19,20101219,2010,12,19,1,4,50,Sunday,December,true
2010-12-20,20101220,2010,12,20,2,4,51,Monday,December,false
2010-12-21,20101221,2010,12,21,3,4,51,Tuesday,December,false
2010-12-22,20101222,2010,12,22,4,4,51,Wednesday,December,false
2010-12-23,20101223,2010,12,23,5,4,51,Thursday,December,false
2010-12-24,20101224,2010,12,24,6,4,51,Friday,December,false
2010-12-25,20101225,2010,12,25,7,4,51,Saturday,December,true
2010-12-26,20101226,2010,12,26,1,4,51,Sunday,December,true
2010-12-27,20101227,2010,12,27,2,4,52,Monday,December,false
2010-12-28,20101228,2010,12,28,3,4,52,Tuesday,December,false
2010-12-29,20101229,2010,12,29,4,4,52,Wednesday,December,false
2010-12-30,20101230,2010,12,30,5,4,52,Thursday,December,false
2010-12-31,20101231,2010,12,31,6,4,52,Friday,December,false
2011-01-01,20110101,2011,1,1,7,1,52,Saturday,January,true
2011-01-02,20110102,2011,1,2,1,1,52,Sunday,January,true
2011-01-03,20110103,2011,1,3,2,1,1,Monday,January,false
2011-01-04,20110104,2011,1,4,3,1,1,Tuesday,January,false
2011-01-05,20110105,2011,1,5,4,1,1,Wednesday,January,false
2011-01-06,20110106,2011,1,6,5,1,1,Thursday,January,false
2011-01-07,20110107,2011,1,7,6,1,1,Friday,January,false
2011-01-08,20110108,2011,1,8,7,1,1,Saturday,January,true
2011-01-09,20110109,2011,1,9,1,1,1,Sunday,January,true
2011-01-10,20110110,2011,1,10,2,1,2,Monday,January,false
2011-01-11,20110111,2011,1,11,3,1,2,Tuesday,January,false
2011-01-12,20110112,2011,1,12,4,1,2,Wednesday,January,false
2011-01-13,20110113,2011,1,13,5,1,2,Thursday,January,false
2011-01-14,20110114,2011,1,14,6,1,2,Friday,January,false
2011-01-15,20110115,2011,1,15,7,1,2,Saturday,January,true
2011-01-16,20110116,2011,1,16,1,1,2,Sunday,January,true
2011-01-17,20110117,2011,1,17,2,1,3,Monday,January,false
2011-01-18,20110118,2011,1,18,3,1,3,Tuesday,January,false
2011-01-19,20110119,2011,1,19,4,1,3,Wednesday,January,false
2011-01-20,20110120,2011,1,20,5,1,3,Thursday,January,false
2011-01-21,20110121,2011,1,21,6,1,3,Friday,January,false
2011-01-22,20110122,2011,1,22,7,1,3,Saturday,January,true
2011-01-23,20110123,2011,1,23,1,1,3,Sunday,January,true
2011-01-24,20110124,2011,1,24,2,1,4,Monday,January,false
2011-01-25,20110125,2011,1,25,3,1,4,Tuesday,January,false
2011-01-26,20110126,2011,1,26,4,1,4,Wednesday,January,false
2011-01-27,20110127,2011,1,27,5,1,4,Thursday,January,false
2011-01-28,20110128,2011,1,28,6,1,4,Friday,January,false
2011-01-29,20110129,2011,1,29,7,1,4,Saturday,January,true
2011-01-30,20110130,2011,1,30,1,1,4,Sunday,January,true
2011-01-31,20110131,2011,1,31,2,1,5,Monday,January,false
2011-02-01,20110201,2011,2,1,3,1,5,Tuesday,February,false
2011-02-02,20110202,2011,2,2,4,1,5,Wednesday,February,false
2011-02-03,20110203,2011,2,3,5,1,5,Thursday,February,false
2011-02-04,20110204,2011,2,4,6,1,5,Friday,February,false
2011-02-05,20110205,2011,2,5,7,1,5,Saturday,February,true
2011-02-06,20110206,2011,2,6,1,1,5,Sunday,February,true
2011-02-07,20110207,2011,2,7,2,1,6,Monday,February,false
2011-02-08,20110208,2011,2,8,3,1,6,Tuesday,February,false
2011-02-09,20110209,2011,2,9,4,1,6,Wednesday,February,false
2011-02-10,20110210,2011,2,10,5,1,6,Thursday,February,false
2011-02-11,20110211,2011,2,11,6,1,6,Friday,February,false
2011-02-12,20110212,2011,2,12,7,1,6,Saturday,February,true
2011-02-13,20110213,2011,2,13,1,1,6,Sunday,February,true
2011-02-14,20110214,2011,2,14,2,1,7,Monday,February,false
2011-02-15,20110215,2011,2,15,3,1,7,Tuesday,February,false
2011-02-16,20110216,2011,2,16,4,1,7,Wednesday,February,false
2011-02-17,20110217,2011,2,17,5,1,7,Thursday,February,false
2011-02-18,20110218,2011,2,18,6,1,7,Friday,February,false
2011-02-19,20110219,2011,2,19,7,1,7,Saturday,February,true
2011-02-20,20110220,2011,2,20,1,1,7,Sunday,February,true
2011-02-21,20110221,2011,2,21,2,1,8,Monday,February,false
2011-02-22,20110222,2011,2,22,3,1,8,Tuesday,February,false
2011-02-23,20110223,2011,2,23,4,1,8,Wednesday,February,false
2011-02-24,20110224,2011,2,24,5,1,8,Thursday,February,false
2011-02-25,20110225,2011,2,25,6,1,8,Friday,February,false
2011-02-26,20110226,2011,2,26,7,1,8,Saturday,February,true
2011-02-27,20110227,2011,2,27,1,1,8,Sunday,February,true
2011-02-28,20110228,2011,2,28,2,1,9,Monday,February,false
2011-03-01,20110301,2011,3,1,3,1,9,Tuesday,March,false
2011-03-02,20110302,2011,3,2,4,1,9,Wednesday,March,false
2011-03-03,20110303,2011,3,3,5,1,9,Thursday,March,false
2011-03-04,20110304,2011,3,4,6,1,9,Friday,March,false
2011-03-05,20110305,2011,3,5,7,1,9,Saturday,March,true
2011-03-06,20110306,2011,3,6,1,1,9,Sunday,March,true
2011-03-07,20110307,2011,3,7,2,1,10,Monday,March,false
2011-03-08,20110308,2011,3,8,3,1,10,Tuesday,March,false
2011-03-09,20110309,2011,3,9,4,1,10,Wednesday,March,false
2011-03-10,20110310,2011,3,10,5,1,10,Thursday,March,false
2011-03-11,20110311,2011,3,11,6,1,10,Friday,March,false
2011-03-12,20110312,2011,3,12,7,1,10,Saturday,March,true
2011-03-13,20110313,2011,3,13,1,1,10,Sunday,March,true
2011-03-14,20110314,2011,3,14,2,1,11,Monday,March,false
2011-03-15,20110315,2011,3,15,3,1,11,Tuesday,March,false
2011-03-16,20110316,2011,3,16,4,1,11,Wednesday,March,false
2011-03-17,20110317,2011,3,17,5,1,11,Thursday,March,false
2011-03-18,20110318,2011,3,18,6,1,11,Friday,March,false
2011-03-19,20110319,2011,3,19,7,1,11,Saturday,March,true
2011-03-20,20110320,2011,3,20,1,1,11,Sunday,March,true
2011-03-21,20110321,2011,3,21,2,1,12,Monday,March,false
2011-03-22,20110322,2011,3,22,3,1,12,Tuesday,March,false
2011-03-23,20110323,2011,3,23,4,1,12,Wednesday,March,false
2011-03-24,20110324,2011,3,24,5,1,12,Thursday,March,false
2011-03-25,20110325,2011,3,25,6,1,12,Friday,March,false
2011-03-26,20110326,2011,3,26,7,1,12,Saturday,March,true
2011-03-27,20110327,2011,3,27,1,1,12,Sunday,March,true
2011-03-28,20110328,2011,3,28,2,1,13,Monday,March,false
2011-03-29,20110329,2011,3,29,3,1,13,Tuesday,March,false
2011-03-30,20110330,2011,3,30,4,1,13,Wednesday,March,false
2011-03-31,20110331,2011,3,31,5,1,13,Thursday,March,false
2011-04-01,20110401,2011,4,1,6,2,13,Friday,April,false
2011-04-02,20110402,2011,4,2,7,2,13,Saturday,April,true
2011-04-03,20110403,2011,4,3,1,2,13,Sunday,April,true
2011-04-04,20110404,2011,4,4,2,2,14,Monday,April,false
